video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments,Engagement total,Taux d'engagement (%),duration_td,Durée (s)
eVrbPNIHfHY,LES JEUNES EN SALLE DE SPORT💪🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-06-16T16:01:04Z,PT11S,2640830,49359,450,49809,1.8861115634099885,0 days 00:00:11,11
kMPxRclSRrE,Je ne suis qu’un homme!!! #humour #lol #love #couple  #funny #blague #aurore #familia #drole #fun,,UCcIk1sZMBTu91ZxUHLr-BOg,23,fr,Kévin Lévy ,2025-12-14T16:31:40Z,PT26S,919082,8487,144,8631,0.939089221636372,0 days 00:00:26,26
E9CnEeOdESk,Sacha Ferra – C'est son style,"Sacha Ferra – C'est son style

𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@LaReleveParMontreux
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors du Montreux Comedy Festival 2024.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-10-08T16:00:32Z,PT10M29S,143065,4670,81,4751,3.3208681368608675,0 days 00:10:29,629
9qnIkeqYWtE,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCUnw7mc6iHy8vZe8mvMKlUA,22,en,Mai Nguyên,2026-01-22T10:03:17Z,PT58S,1522,47,15,62,4.07358738501971,0 days 00:00:58,58
hTKWX0cQtiE,Le dialogue le plus WTF jamais entendu ? #humour #humoristefrancais #standup  #drole  #comédie,"C'est un papier qui tombe à l'eau. Et il crie, Je n’ai pas de pieds ! ! Est-ce qu'il y a 123 yeux et 2 dents ? Un 123 pattes ? Un autobus de personnes âgées.
#humour #humoristefrancais #standup  #drole  #comédie",UCIQs0qjGOmjV2jTkazCvXyQ,22,fr,comedyUp,2025-12-20T22:08:50Z,PT17S,523750,2404,3,2407,0.4595704057279236,0 days 00:00:17,17
jrsCGK0lZk4,@OdahSama - Quand on prendra l’avion en 2030 ✈️ #shorts #animation #humour #drole #sketch,,UC8Sgg29FRGBWuwrAeMkOAYA,23,fr,Koda,2025-08-12T14:30:28Z,PT1M1S,1175054,57128,662,57790,4.9180718503149645,0 days 00:01:01,61
I_bFzhJqkn8,"Sketch, King Hendrick$ - Couldn't Decide (Official Music Video)","WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

PRIZEPICKS 💰- Signup today using code “SKETCH” & get $50 in lineups instantly when you play $5! You don’t even need to win to receive the $50 bonus, it’s guaranteed!

https://prizepicks.onelink.me/ivHR/SKETCH


#sketch #thesketchreal",UCVi6sLM51K8kidu61o0DR_g,24,en,The Sketch Real,2026-01-14T03:34:46Z,PT3M53S,42185,3769,226,3995,9.470190826123028,0 days 00:03:53,233
FPZaYLSlLJM,A Game so Underrated It's Illegal,"ovakeel
PLAY: https://www.roblox.com/games/74996816424339/OVERKILL

►Code: sketch

►Twitter: https://twitter.com/Sk3tchYT

► My Brother BANDI: http://bit.ly/2tgFP79",UCfw6CRDOg5xQsB-2QNC_KUA,20,en,Sketch,2026-01-04T17:00:23Z,PT10M27S,290261,10214,1232,11446,3.9433475389390926,0 days 00:10:27,627
GuFfrh3M83Q,Vous auriez réagis comment 😂😂😂 #humour #drole #sketch #manageur #manageuse #travail,,UCPSUhJ3QJWOzQDZ4RZ0v_3A,22,fr,igf,2025-12-28T08:44:04Z,PT39S,1787389,27261,33,27294,1.5270318884137701,0 days 00:00:39,39
TqlDug_HOrM,How to Draw a Beautiful Woman in Saree - Backside || Pencil Sketch for Beginners || Girl drawing,"How to Draw a Beautiful Woman in Saree - Backside || Pencil Sketch for Beginners || Girl drawing
drawing for girls, drawing of girl, girls drawing, girl drawing, drawing neelu, easy drawing, drawing, how to draw a girl, drawing girl, pencil drawing, girl drawing easy, simple drawing, girl draw, drawings, drawing pictures, drawing video, girl easy drawing, pencil art, Beautiful Woman in Saree, girl with saree sketch, girl backside sketch, girl wearing saree

🤞Any questions contact me.🤞
Instagram https://www.instagram.com/drawingneelu
Facebook https://www.facebook.com/Drawingneelu
Pinterest https://pinterest.com/drawingneelu

Disclaimer
You may freely use my content as long as you give me credit...

YOUTUBE CHANNELS:
▶️ Main Channel: www.youtube.com/@DrawingNeelu
🎦 Vlog Channel: www.youtube.com/@drawingneeluvlogs

Use Materials
1. Double A Paper
2. Doms Zoom Ultimate Dark
3. Blending Stump
4. Push up Eraser
5. White Gel Pen

#DrawingGirl #pencildrawing #pencilsketch",UC9b62Wp7xG7fcVRvJTzxA9w,27,en,Drawing's Neelu,2025-12-15T12:35:41Z,PT8M26S,134968,1157,41,1198,0.8876178057020923,0 days 00:08:26,506
L9jjj0Xg3eI,Vraiment beugué 💨 #shorts #memes #humour #viral,"🔥Incroyable... 😱 On et sur une belle lancé ces top 👌🏻 Vous êtes les meilleurs direction les 100000 ! 🤯 

Prochainement les lives 🔴 débuteront sur le gaming reste connecté 💪🔥🔥

Ici c’est l’humour sans filtre, les mèmes qui giflent et les shorts qui tapent là où ça fait rire.



👉 Rejoins le gang avant que ça explose.

💬 Abonne-toi, commente, partage à tes potes t'as capté.

🎬 Nouveautés chaque jours . Tu regardes une fois, t'es accro à vie.

Réseaux sociaux : 

Tiktok: tiktok.com/@gangstashort

Snapchat : https://www.snapchat.com/add/gangsta-shorts
Discord : 
https://discord.gg/bX2jRFU6B

Abonne toi pour plus d'aventure 😁

#gangsta #gangstashorts #youtubeshorts #fyp #pourtoi #foryou #drole #memes #jokes #viral",UCtDWPgOs-TAfLMIHZy2WTuQ,23,fr,GANGSTA SHORTS,2026-01-21T16:27:41Z,PT6S,39689,0,9,9,0.022676308297009246,0 days 00:00:06,6
LgLT-AxA1Cs,Qui a eu peur comme moi ?🤣😓 #fyp #humour #shortvideo #viral #subscribe #trending,,UC4MYQ39pYlDV1hPfN3K9sAw,22,en,Alicia & Toi,2025-12-23T16:30:20Z,PT8S,816519,13627,271,13898,1.7021036865033146,0 days 00:00:08,8
0_gJqXRxDFo,ADIEU TOUT LE MONDE☠️✋#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-06-12T17:00:01Z,PT10S,3274288,53272,823,54095,1.6521149025375899,0 days 00:00:10,10
CnuGZYNvVYY,#pov #herramientas #sketch #gracioso #actuación #historia,,UC90qKFQYFR9n1AmxVzDHglA,24,en,Zenith28,2026-01-20T11:53:04Z,PT47S,2878,53,1,54,1.8763029881862403,0 days 00:00:47,47
TsvT1TMhzTI,Nino Arial - bipolaire 🤣🤣🤣,#jarry #lol #mdr #humour #blague  #comedyshorts #comedyshot #spectacle #tendance #top #france,UCMIunnb1syPXZOap64BiqTg,23,fr,Manuelacqs,2026-01-15T21:13:25Z,PT1M24S,144943,3567,76,3643,2.5134018200258033,0 days 00:01:24,84
LgVwEuw9pDA,Le sketch collector du Trio - Le sens de l'humour,"Depuis la scène de L'Européen à Paris, Renan Cros anime une conversation avec un sacré trio d'humoristes : Baptiste Lecaplain, Jérémy Ferrari et Arnaud Tsamère.

▶️ ""Le sens de l'humour"" est dispo sur l'App CANAL+ : https://www.canalplus.com/divertissement/le-sens-de-l-humour/h/30231051_50001 

▶️ Retrouvez leur spectacle ""FERRARI, TSAMERE, LECAPLAIN - LA TOURNÉE DU TRIO"" sur l'application CANAL+ : https://www.canalplus.com/

Le Plus de CANAL+ : Ce qu'il ne fallait pas rater sur CANAL+
Toutes les vidéos : http://bit.ly/1kaNHYM

--------------------------------------------------------------------------------------------------
Suivez-nous sur les réseaux sociaux 👇 
Instagram :   / canalplus  
Facebook :   / canalplus  
X :   / canalplus  
TikTok :   / canalplus",UCb4UAZwZqS4a35FrBcLlMXA,24,fr,CANAL+,2025-11-16T18:00:31Z,PT10M22S,190509,3550,121,3671,1.9269430840537716,0 days 00:10:22,622
2Ut5cu0ZelU,Partie 1 | Le 1er jour au lycée 💀​⁠@saigo6263 #shorts #animation #humour #drole #sketch,,UC8Sgg29FRGBWuwrAeMkOAYA,23,fr,Koda,2025-04-04T16:56:30Z,PT1M2S,1307289,48215,612,48827,3.7349813239459677,0 days 00:01:02,62
6c_Ezp3_d-Q,Car Crash Studio Is Addicting,"when the cars crash its kinda funny

PLAY: https://www.roblox.com/games/137922494025725/Car-Crash-Studio

►Code: sketch

►Twitter: https://twitter.com/Sk3tchYT

► My Brother BANDI: http://bit.ly/2tgFP79",UCfw6CRDOg5xQsB-2QNC_KUA,20,en,Sketch,2026-01-14T16:00:09Z,PT12M30S,735697,33206,1322,34528,4.6932364818668555,0 days 00:12:30,750
r8HXEkZv_Tc,Les loopers guitare #guitare #musique #humour,"Covers, impros et papotage...en live sur Twitch tous les vendredis vers 18h (à une vache près, c'est pas une science exacte non plus!)
La chaîne Twitch: https://www.twitch.tv/bruno_boomer",UCEhZ85vdD0CxLrwOF7tM2gg,24,fr,Bruno Boomer,2026-01-19T16:21:48Z,PT1M,974,14,1,15,1.5400410677618068,0 days 00:01:00,60
VOWS0ciWEok,Watch This Before You Draw Again 👀 #pencildrawing  #art #sketch,,UCseXTNmK_5TUJjN7m7aiI-g,27,hi,VK ArtBox,2025-12-31T12:41:23Z,PT37S,3070615,43627,277,43904,1.4298112918747548,0 days 00:00:37,37
LkTlrZNwpQc,Trouve un titre à la vidéo… #drole #humour #sketch #yasiru ￼,,UCORbjIMtPayW9mK9XX6LPrw,24,fr,Ya6roues (Yasiru),2026-01-10T08:55:12Z,PT16S,275364,0,133,133,0.04829970511758981,0 days 00:00:16,16
SpRhUDCAdeQ,les redflags... #comedie #humour,,UCcC5nCsn859d-nqbH2MCjUA,22,fr,Nono ,2025-11-26T20:56:24Z,PT1M31S,409446,18741,528,19269,4.706115092100057,0 days 00:01:31,91
Ma8uCXfVTeA,"J'ai réussi, me dites pas le contraire #humour #couple #sketch #amour #rigolo",,UCPwJrU0Xs2ewNufzHCc6Tnw,22,fr,Ton pote Gillian,2025-12-30T16:09:25Z,PT21S,1214788,29208,441,29649,2.4406727758259055,0 days 00:00:21,21
sbHnWHnuyec,Ahlala les mamans 😂😂 #humour #drole #sketch #maman #lycee,Ahlala les mamans 😂😂 #humour #drole #sketch #maman #lycee,UCin3NLb0CJF_uchXfduIn9w,22,en,Sania-Hasna,2025-12-22T18:08:23Z,PT1M19S,90260,6114,64,6178,6.844670950587192,0 days 00:01:19,79
_q89B35ioBU,"La menthe, c'est de la dr*gue ?! 😳 - Cécile Marx #Humour #Sketch #Papa #Parents","𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@MontreuxComedyEncore
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors de la Tournée Montreux Comedy 2025.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-12-30T17:01:08Z,PT1M8S,811572,10675,176,10851,1.337034791737517,0 days 00:01:08,68
erRZ7Lt-VWo,Réveil Janyne 👀❤️ #tiktok #humour #reels #snapdrole #shorts #viralvideo #youtube #shortvideo,,UCbHQsM6x-qCnxRILQgX0PvA,22,fr,La.janynerie ㋡,2026-01-17T10:43:49Z,PT1M42S,53156,3191,88,3279,6.168635713748213,0 days 00:01:42,102
FUhDq21MwZc,Vous pensez qu’elle a eu le seum ? 😭 #mauricestv #humour,,UCrPS_9KMq3vZIyLUPuO_NAA,24,fr,Maurice Stv,2025-12-20T12:00:35Z,PT41S,1131938,24569,351,24920,2.2015340062794957,0 days 00:00:41,41
eXBPKe2ydww,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCkPhaD-B5nHnWlsAixfIk3A,24,en,Zoey_7,2026-01-22T09:51:52Z,PT40S,1735,32,0,32,1.8443804034582134,0 days 00:00:40,40
78HUK7xJabw,Playing Repo With The Boys Again (Jynxzi & Sketch),"CaseOh X Starforge  https://starforgepc.com/CaseOh 
GamerSupps -10% off Code CaseOh -  https://gamersupps.gg/
Merch - https://caseohgames.com/
Cheeky - https://usecheeky.com/
Kitty Thumbsticks - https://kontrolfreek.pro/CaseOh
BTV - http://btvcomic.com/caseoh
_________________________________________________________________
0:00-11:02 Yap session
11:03-1:11:54  Sea of Thieves disaster 
1:11:55-1:57:45  Don't Scream fail
1:57:46-4:33:50  Repo

Join this channel to get access to uploads with no blurs or mutes:
https://www.youtube.com/channel/UC63anZxfVGHUEmfBAf5w7pw/join
________________________________________________________________
Follow 👇
Twitch 🎥 https://www.twitch.tv/caseoh_
MoreCaseOh YT 📺  https://www.youtube.com/@MoreCaseOh
TikTok - https://www.tiktok.com/@caseohgames 
X - https://x.com/CaseOh__
Instagram - https://www.instagram.com/caseoh_games
Discord - https://discord.gg/caseoh
_________________________________________________________________",UC63anZxfVGHUEmfBAf5w7pw,20,en,CaseOh,2025-12-31T23:00:11Z,PT4H33M51S,1630564,39164,1933,41097,2.52041624861091,0 days 04:33:51,16431
bQpl28zXJTg,Les humoristes qui n'ont peur de rien 😤 | Juste Pour Rire - Humoristes Engagés | Intégrale SF2,"Ne manquez aucune émission et vivez des moments inoubliables ! 👉 https://bit.ly/3CI9PPr

Retrouvez les meilleures émissions de divertissement avec des invités, de l'humour et des moments cultes ! 😂🎤 Fou rire garanti à chaque vidéo ! 🤣📺 

Abonne-toi pour ne rien rater et replonger dans ces émissions cultes ! 🎭🔥

© SATISFACTION DIGITAL - Tous droits réservés",UCjW452s9AQ0dG9mpk0Mlrnw,24,fr,BEST OF TV,2025-12-07T17:00:59Z,PT1H30M28S,116154,1170,124,1294,1.114038259551974,0 days 01:30:28,5428
JVpy3XgZI94,pas la meme vibe 🇯🇵🇨🇵 #france #couple #humour,,UCV_OafNAkY46kBlWxGklF_Q,22,fr,unechtiaujapon ,2026-01-20T12:45:45Z,PT32S,407875,13996,67,14063,3.447870058228624,0 days 00:00:32,32
ETxPqHIDH3E,POV: Comment faire parler un ivoirien 🇨🇮😂 #humour #animation #viral #cotedivoire,,UCxJW10NJ3CE278WMJuXJtCA,23,fr,Jcm Draw,2025-09-29T20:03:11Z,PT1M22S,869187,25393,317,25710,2.9579365545043816,0 days 00:01:22,82
0ZSsbJCOWv0,Sugar Bath #shorts #itsgoodburgered #goodburger #nickelodeon #sketch,,UCWzrokQFRP1NwXFjf0LFjrA,23,en,ItsGoodBurgerEd,2026-01-10T18:46:07Z,PT50S,2263201,19214,122,19336,0.8543651226735937,0 days 00:00:50,50
z1_cAYPnmnw,#amadou se prend une balle dans la tête #humour,,UCNeHv0WW_o-S775shbXQHQQ,23,fr,NawproDz ,2025-03-11T21:54:27Z,PT13S,776199,7769,0,7769,1.0009031189166695,0 days 00:00:13,13
ZovOWWg8yyA,School vs College 😂 | हर Student की कहानी | Stand Up Comedy #Shorts #standupcomedy #viralshorts,"School हो या College…
Student की tension कभी खत्म नहीं होती 😅
Relate किया?
❤️ Like करो
💬 Comment में लिखो “Student Life”
और रोज़ हँसने के लिए Pega ko follow karo 😂",UCLcdH73zCulLo9C2oSXdiQg,23,hi,patadiya dilip official ,2026-01-22T14:43:38Z,PT25S,514,6,1,7,1.3618677042801557,0 days 00:00:25,25
HjfY0lw-rSw,QUAND TON VERRE TE PRANK🍸🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-10-30T17:00:34Z,PT8S,7769821,70215,888,71103,0.9151176069564537,0 days 00:00:08,8
S_J_rc6h-_0,#pov #funny #fypシ #foryou #greenscreen #gaming #games #humour,,UCIbzA601DtNDbSg2AS-x4lw,22,ru,Bondy Veled,2026-01-22T09:08:12Z,PT38S,2744,46,0,46,1.6763848396501457,0 days 00:00:38,38
dQPNHkAwrt0,Jai pas arrêter de rigolée a anis  #humoristefrancais #humour,"Bienvenue sur la chaîne Essaye de ne pas rire 😂
Je te partage les meilleures vidéos d’humour TikTok .
Ici, le concept est simple : te faire rire… ou au moins essayer !
Vidéos drôles, clips inattendus, moments absurdes, fails, memes et défis impossibles à regarder sans sourire.
Chaque vidéo est un nouveau challenge : arriveras-tu à garder ton sérieux jusqu’à la fin ?
Abonne-toi et mets ton self-control à l’épreuve 🔔",UCGU2PVFoThgS92VYquGxsrw,24,fr,Bobbywol,2026-01-20T16:04:31Z,PT36S,17990,480,19,499,2.773763201778766,0 days 00:00:36,36
utUz9cPLYZw,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCMNL5Ra3ytosOVodLz95JUA,24,en,Grace18,2026-01-22T10:25:35Z,PT37S,3448,34,0,34,0.9860788863109048,0 days 00:00:37,37
42_dm4hi65c,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCkPhaD-B5nHnWlsAixfIk3A,24,en,Zoey_7,2026-01-22T09:55:35Z,PT56S,1340,47,0,47,3.5074626865671643,0 days 00:00:56,56
ivkLMwZiDgQ,Sketch Roasting Cinna For 17 Minutes Straight..,"Watch Cinna Live ▼
https://www.twitch.tv/cinna

🔴 Subscribe plz
Main ►  https://www.youtube.com/@Cinnabrit

Follow Cinna on Twitter/Instagram
🔵  https://x.com/cinnabrit

📷 https://www.instagram.com/cinnabrit

Channel Manager/ Editor▼
https://x.com/esiars

#cinna #cinnalive",UCV6Z7q3Zz-VbXCUW9AkqAFg,24,en,Cinna LIVE,2025-12-31T15:01:42Z,PT17M28S,201963,4504,108,4612,2.283586597545095,0 days 00:17:28,1048
X2wzot4eCec,"How to draw half animal body ✨️ (bat, butterfly & Hybrid) #drawing #tutorial #howtodraw #sketch #art",,UClM7Pi-jKmVoKajNLLa8EUg,22,en,zafchan_art,2025-12-13T13:43:11Z,PT22S,1540563,30274,194,30468,1.9777185353666158,0 days 00:00:22,22
ezgRgnxCpfU,TI GOUTE épisode 22 LE DESTIN D’ANNABELLE #cinematic #humour #humour #comediedramatique,,UCY618PTK58Z-Cqn0flPVI0w,22,fr,Leroiceurby_Official,2026-01-19T12:26:32Z,PT2M,31483,1361,160,1521,4.83117873137884,0 days 00:02:00,120
uMHxYNSGFEs,je réagis à mes anciennes vidéos gothiques 😵 #humour #gothique,,UCZliECquxlLSt2HtGmaIePw,24,en,Rachel Trutti,2026-01-15T17:13:35Z,PT1M26S,236486,14998,92,15090,6.380927412193533,0 days 00:01:26,86
OrLJQOxP54U,Alors tu auras quel âge ? 😱😂 #shorts #humour #viral #animation #acting #comedy #sketch #viral,,UC1LcbtHiNXin2uE4QS3rdgw,22,fr,Alexys Life,2025-12-28T09:58:25Z,PT8S,2902223,20516,5711,26227,0.903686587832844,0 days 00:00:08,8
t2Q9IhCj7PM,Morgane Cadignan – Toujours une culotte propre,"Morgane Cadignan – Toujours une culotte propre
𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@LaReleveParMontreux
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors du Montreux Comedy Festival 2024.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-09-03T16:01:38Z,PT7M32S,191770,4802,86,4888,2.548886687177348,0 days 00:07:32,452
CTQu6QLMpSs,#foryou #duet #viral #sketch #youtubeshorts #shortvideo #viralvideo #shorts #storytime #funny #fyp,,UCGqRXiM89Kt9kZvmS8-8mmw,22,id,Vebo Vilu,2026-01-20T12:07:18Z,PT57S,27879,813,4,817,2.9305211808171023,0 days 00:00:57,57
BKjwD_AmtHQ,Meaning Samjho 😂 | Clean Stand-Up Shayari Comedy | Live Stage Moment #college #girl,"Meaning Samjho 😂 | Clean Stand-Up Shayari Comedy | Live Stage Moment #college #girl 




📝 Description
Is video mein ek confident stand-up comedian live stage par shayari style comedy ke saath audience ko hasa rahi hai.
Har line clean hai, lekin meaning samajhne walon ke liye twist zaroor hai 😄
Agar joke ka matlab samajh aaya ho,
to comment mein zaroor likho 👉 Meaning Samjho 👇
Yeh show hai laughter, confidence aur smart humor ka perfect mix 🎤✨


🔖 Hashtags

#MeaningSamjho
#StandUpComedy
#CleanComedy
#ComedyShorts
#ShayariComedy
#LiveStageShow
#IndianComedy
#FunnyVideo
#ComedyReels
#YouTubeShorts
#AudienceReaction
#ComedyVibes",UCGZ6j8lnJA-6rIbbRK9Shcw,22,hi,Meaning Samjho,2026-01-22T14:30:09Z,PT17S,1115,20,0,20,1.7937219730941705,0 days 00:00:17,17
SrNW1SAsRmI,little krishna drawing...😍❤️‍🩹 #shorts #art #sketch #drawing #krishna #youtubeshorts,"little krishna drawing...😍❤️‍🩹 #shorts #art #sketch #drawing #krishna #youtubeshorts

About This video -
In this video I Show you How to Draw Shree krishna step by step tutorial for beginners, Celebrate Janmashtami with this devotional drawing of Shree Krishna!
Stay tuned for coloring parts and more festive art this season. 🙏🎨

If you like this video please SUBSCRIBE my channel 😊❤️‍🩹



#KrishnaDrawing
#radhakrishna 
#janmashtami 
#cutekrishna 
#shrinathbhujbalarts 
#oilpasteldrawing
#radhakrishnadrawing
#janmashtamidrawing


Related queries 👇

Krishna drawing
Easy Krishna drawing
Krishna drawing with oil pastel
Krishna painting
Lord Krishna painting
Krishna painting tutorial
Radha krishna painting for beginners
Krishna painting for beginners
Radha krishna drawing easy
Radha krishna drawing oil pastel very easy
krishna drawing with oil pastel
radha krishna drawing easy
radha krishna drawing oil pastel very easy 
Janmashtami drawing
Janmashtami 2025
Krishna drawing
Easy Krishna drawing
Krishna drawing with oil pastel
Radha Krishna drawing
How to draw krishna
Krishna drawing step by step
Krishna drawing easy step by step
Radha krisha drawing step by step
Oil pastel drawing, Krishna
Oil pastel drawing krishna
How to draw little krishna
Oil pastel drawing easy
Drawing krishna
Oil pastel drawing Tutorial
Draw with me
Janmashtami drawing
Somnath khatua art 
Krishna ji ki drawing 
Little krishna drawing 
Bal Krishna drawing
Krishna pencil drawing 
Krishna Janmashtami drawing 
Krishna ji drawing 
Drawing pictures 
Bal Krishna 
Krishna drawing colour 
Lord krishna sketch 
Pencil drawing 
Drawing 
Krishna ji ki drawing 
Drawing krishna ji 
Krishna drawing with colour 
Pencil sketch 
Drawing krishna 
Drawing of krishna 
God drawing 
How to draw",UCm_fBOAiZ5C2NsE3aOAW7aA,22,hi,ART WITH SACHIN,2026-01-17T03:11:06Z,PT33S,7808,0,4,4,0.05122950819672131,0 days 00:00:33,33
