video_id,title,description,channel,published_at,duration,views,likes,comments,channel_id,category_id,language
jTk1sSen4yc,Etat de droit mon oeil !  #musique  #chansonfrançaise #chanson,"Extrait d'une chanson engagée sur l'affaiblissement de l'Etat et la non maitrise de notre destin, sous couvert ""d'Etat de droit"", formulation positive bien commode...
Chanson complète disponible sur la chaîne.
Bonne écoute !",Mots et patrie (Giordano Eturo),2026-01-17T09:18:02Z,PT29S,1461,21,4,UCbHNuF0rouY0kxAbh8Cf_5w,22,fr-FR
QJ7LiTL_KXw,"ترقبوا اغنيتي الجديدة بعنوان شوفو Restez à l'écoute pour ma nouvelle chanson, ""choufo""",,Rachid Ounry,2026-01-20T15:45:10Z,PT21S,22,3,2,UCaEjD5vjf1C0aEaiUyEHONA,19,fr
38QGn1KQXGM,Michel Delpech – Quand j’étais chanteur (reprise courte),"Reprise de Quand j’étais chanteur de Michel Delpech en format Short. Une version courte et nostalgique de ce classique de la chanson française, idéale pour les amateurs de reprises, de covers live et de moments musicaux en format court.
🎙️ Quand j’étais chanteur – Michel Delpech – reprise – cover – chanson française – short musical.
Pour découvrir d’autres reprises de chansons françaises en Short, pensez à vous abonner.",Sing & Swing - By Patrick,2026-01-20T16:21:39Z,PT13S,1632,5,0,UCmEtVrHjE-94MtW6Zg6NcrA,10,fr
XLTNQcUg2Ys,Army Occi devient Armand.#chanteur #chanteurfrançais #chansonfrancaise  #music #chanson #musique,,Armand,2025-10-19T08:57:40Z,PT40S,361,0,0,UCnTJxUXnqG5CSV5CDIVeGrQ,22,fr
vbbhNabtf64,crime scène cleaner (version beta) -  deux nouvelle carte a découvrir,"Une fois mêlé à la mafia, vous en ferez toujours partie. Au moins, ça paye bien et tout ce que vous avez à faire, c'est de nettoyer leurs sales coups, mais vous savez ce que vous faites. Nettoyez les scènes de crime, soyez plus malin que la police et préparez-vous pour la prochaine mission

Lien du jeu : https://store.steampowered.com/app/1040200/Crime_Scene_Cleaner/?l=french",LAE & LDJ,2025-10-02T22:01:16Z,PT37M42S,182,4,0,UC063SZylbkWLL8zVN37XGaw,20,fr
AplMJxwZDBo,LA NOUVELLE SCENE MUSICALE DU CONGO: SAM SAMOURAÏ UNE GENERATION MONTANTE D'ARTISTES,"La scène musicale du Congo Brazzaville connaît une véritable renaissance portée par une jeunesse talentueuse, connectée et ambitieuse. En alliant respect de l’héritage musical et innovation, ces artistes sont les fers de lance d’un nouveau chapitre de l’histoire musicale africaine. L'artiste Congolais SAM SAMOURAÏ en fait parti.

                                                                                                                           Bon visionnage.


https://www.youtube.com/channel/UCkY7n-oTj4ARfJf_2pz70nQ?sub_confirmation=1 j",ROYALE7 TV,2025-07-11T23:28:56Z,PT54M59S,429,26,5,UCkY7n-oTj4ARfJf_2pz70nQ,10,fr
0ELmyIsct4s,THE MANHATTAN DARKROOM - LA NOUVELLE SCENE NEW-YORKAISE,"L'histoire d'Henri Dauman, photojournaliste de Life Magazine.
Episode 5 - La Nouvelle Scène New Yorkaise
Le bouleversement est aussi artistique.
Le pop Art, le Minimal Art, Philippe Glass, le film Easy Ride, Hair chamboulent l’Amérique.
Henri Dauman saisi les figures créatives d'un art en train de se faire.",The Manhattan Darkroom Photographies,2020-01-30T13:33:23Z,PT1M48S,13,0,0,UCLp4xPhDNlfJr9lFsZbg6xw,24,fr
VOUriimb1yM,"""NOTRE MUSIQUE PRÉFÉRÉE"" PAR LE PIRE DE LA NOUVELLE SCENE FRANCAISE","Autre numéro de la superbe série ""Confidences"" avec cette fois ci le témoignage de nos trois séducteurs devant l'éternel concernant leurs goûts musicaux, j'ai nommé Débilous, le génie, José ""The voice"" and LSD (L'homme sans dents), tous trois membres historiques de la team L.P.D.L.N.S.F, excusez du peu....",Le Pire De La Nouvelle Scène Française ,2024-12-31T03:08:31Z,PT10M41S,16,0,0,UCLmkCpB47i24G-_E8ewKCyA,23,fr
hlf8UYuncJs,Les Hirondelles #chansonfrancaise #popmusic #nouvellescene #summerfest,,Fabien Strauss,2024-08-16T22:10:20Z,PT16S,36,0,0,UCTKc_EC9UlYIRDc1utpuXNQ,10,en
adOmJWyRkPk,BIEN LE BONJOUR PARTIE 2 💅#chanson #chansonfrançaise #humour #single #artisteindependante,,Nina Léane,2025-11-14T12:01:56Z,PT57S,1086,9,0,UClJ6zksFLRlMgacXP56ojWw,10,fr
cGT7lawKD6g,Qui se souvient de Karim kacel ? #algerie #france #chansonfrancaise #chanson #karimkacel #info,,LeDZdu06,2026-01-09T15:12:49Z,PT1M35S,44494,1322,130,UCy7vpJRTw6nLvYINXgsRXiA,22,fr
xljGgcfepiE,Table Ronde #4 Forum de la Mode - La Nouvelle Scene Creative,"#4 La nouvelle scène créative
Bastien Daguzan, Directeur général - Lemaire.
Jérémie Egry, Directeur créatif et co-Fondateur - Etudes.
Simon Porte Jacquemus, Fondateur et Styliste - Jacquemus.
Johanna Senyk, Fondatrice et Directrice créative - Wanda Nylon.",Fédération du PAP Féminin,2018-06-14T10:12:06Z,PT44M36S,5573,70,0,UCzVIRw2oweYLvHi9daN7hqA,26,fr
PVhhI7dNBTQ,T’es pas si fort  #chansonfrancaise #musique #music #chanson #song,"@Enomis_0fficiel 

Paroles : Gaëlle HALNA DUBOURG

#depression #deprime #burnout #motivation #motivational #cover #lyrics #motivationalvideo",Enomis,2026-01-12T15:16:37Z,PT53S,529,13,0,UCwLRBOlAKCk3g5-VGahQEVw,10,fr
I-EWHRhvXzA,nouvelle chanson samir sadaoui,,SAMIR SADAOUI OFFICIEL,2022-11-21T17:19:45Z,PT16S,134442,3603,31,UCNvcsI48k99-8oVCy9xLYgg,10,ar
H9mq870IIKY,Maria mad - Celui que j'espèrais 💔 #amour #deception #chansonfrancaise #coeurbrisé,"Cette chanson parle des attentes et des illusions.

Elle raconte la déception quand la personne qu’on idéaliser n’est pas celle qu’on croyait.

🎶 Maria Mad
🎧 Chanson interprétée par Maria Mad
✍️ Texte inspiré par l’espoir et la désillusion

💜 Abonne-toi pour découvrir la suite.",💜 MARIA MAD OFFICIEL 💜,2026-01-21T19:55:10Z,PT32S,6,1,0,UCoTPjVPDY5Q1m6apIQZM78g,22,fr
MwPUJuI3RBU,#chansonfrancaise #chanson #musiquefrancaise #queermusic #artiste #artisteindependant,,MANTEZ,2025-09-20T19:21:04Z,PT23S,897,3,0,UCYXwrHOnhUXOyY6kRSwluPw,22,fr
PjXYztri_V0,[LIVE DU 01/05/22] REVEAL NOUVELLE SCENE ! + GTA RP JUSTE APRES PARTI 1/4,"▼══════════ DESCRIPTION ═══════════▼


Mon Youtube Principal :
https://www.youtube.com/c/MissFlamme

Mon Twitch :
https://www.twitch.tv/missflamme​​​

Discord : 
https://discord.gg/yWDxxq9​​​​​​​​​​​

Mon Twitter : 
https://twitter.com/MissFlamme11​​​

Mon Instagram : 
https://www.instagram.com/missflamme1
---------------------------------------------------------------------------------------------------------------------------
#GTA
#VOD
#RP",Miss Flamme - VOD Twitch,2022-05-02T22:36:32Z,PT22M42S,2,0,0,UCd2n2wVj_z5z5xFpgpkP2mw,20,fr
m0Xk3HdR9SA,Top 5 Michel Sardou #michelsardou #top5 #80smusic #chanson #chansonfrançaise #chanteur #shorts,,ALOUKTV,2025-12-01T08:40:22Z,PT16S,12144,215,2,UC51rhQf5k3VbqTJzwvy-9Gw,22,fr
RQBl-NfqIGU,Unboxing Nouvelle Maquette Scene de Noel bois Nativité Produit Action Decotime,"Unboxing Nouvelle Maquette Scene de Noel bois Nativity Produit Action Decotime
projet live
prix 5.95€
produit de chez action pendant la periode de Noel
petit prix
TEST COMPLET prochainement en live sur la chaine 
DIS MOI TU EN PENSES QUOI
#ACTION #PUZZLE #BOIS #DIY",Kaz'Art,2025-09-22T13:37:29Z,PT7M53S,940,25,12,UC1LMYRPWlnyAkPIw3cQRnmQ,24,fr-FR
Bo0NACY_p_U,ZUDOMON ENTRE EN SCENE - Extrait de la nouvelle VF de Digimon Adventure,"Pour découvrir tous les épisodes de notre nouvelle adaptation française, rendez-vous sur notre site :
https://digiadventure-fandub.fr

Dans cet extrait de l'épisode 36, Ikkakumon évolue en Zudomon lorsque Joe se met en danger pour sauver Takeru...

Pour nous suivre sur Twitch :
http://twitch.tv/digiadventurefandub

Plus d’infos sur notre site ou notre page Facebook :
https://digiadventure-fandub.fr
https://www.facebook.com/DigiAFP

#DigimonAdventure #Fandub #DAFP",Digimon Adventure Fandub Project,2023-04-16T08:00:04Z,PT2M20S,804,9,1,UCaAjADR5I7bLhAI8tMKwPTQ,1,fr
pfz9_4W4gbw,"Paris Paradis, le meilleur de la nouvelle scene humour au festival du Parisien","Roman Frayssinet, Verino, Marina Rollman, Maxime Gasteuil, Tom Villa... seront programmés au 2e festival du Parisien, du 27 au 29 septembre à l’hippodrome d’Auteuil. Les réservations sont ouvertes. Programmation et inscription : www.leparisien.fr/parisparadis",Le Parisien,2019-07-22T10:28:43Z,PT32S,4832,65,0,UCfHn_8-ehdem86fEvlFg-Gw,25,fr
0bcOnsYZjAg,#dalida #chansonfrancaise #music #meilleureschansons #song #nostalgia #musique,,Lili N,2025-09-26T08:01:21Z,PT58S,4713,158,7,UCu1xNeq9IZmRyThMjt8SE_g,22,fr
j2rxpWr8XCs,"""MADAME LA PUB"" - LE PIRE DE LA NOUVELLE SCENE FRANCAISE","Elle te dit quoi penser, quoi manger, quoi acheter, comment te comporter, quelle voiture avoir, avec qui se marier, elle te prend pour un gamin qui a besoin d'être éduqué. Certains la trouvent drôle et divertissante, d'autres abrutissante, sournoise et cynique, d'autres encore vicelarde, démagogue et opportuniste, intrusive et envahissante. Elle est pour certains tout simplement une pollution sonore, visuelle et psychologique, une plaie. Tu l'as deviné, il s'agit de la publicité. Nous prend t-elle pour des jambons?",Le Pire De La Nouvelle Scène Française ,2024-11-08T18:47:46Z,PT3M11S,30,0,0,UCLmkCpB47i24G-_E8ewKCyA,23,fr
