video_id,title,description,channel,published_at,duration,views,likes,comments,channel_id,category_id,language
mUd2o4MrkUs,Quand @Amixem a repéré le talent de @Mastu ! #shorts #mvp #maviepro,"Quand  ⁨@Amixem a repéré le talent de  ⁨@Mastu   ! #shorts #mvp #maviepro

https://www.instagram.com/samueletienneofficiel/
https://www.instagram.com/ludotatou/

🧭 Avec l'émission et ses RS, MVP - Ma Vie Pro parle du monde du travail. 
Le but ? Découvrir des métiers, discuter de l'avenir, avoir des témoignages de professionnels, être une aide pour trouver sa voie... tout ça, en passant un BON moment ! 

🎧Pour suivre l'émission en podcast : 

Spotify : https://open.spotify.com/show/590FNLpu3bz505qhp20fdB?si=8cd0f6e686d34d20 
Deezer : https://www.deezer.com/fr/show/1001241851 
Podcast Addict : https://podcastaddict.com/podcast/mvp-ma-vie-pro/5369180
Amazon Music : https://music.amazon.fr/podcasts/ec5f2983-9652-42eb-845d-ec7267962f50/mvp---ma-vie-pro

👉 N'oublie pas le petit like sur la vidéo et abonne-toi juste ici : https://www.youtube.com/@MVP-MaViePro-w4s/?sub_confirmation=1

📱Nos réseaux sociaux : 
https://www.twitch.tv/samueletienne
https://www.instagram.com/maviepro.media/
https://www.tiktok.com/@maviepro.media
https://twitter.com/maviepro_media
https://www.facebook.com/profile.php?id=61564373497899
https://www.linkedin.com/company/mvp-ma-vie-pro/",MVP - Ma Vie Pro,2025-12-04T16:30:31Z,PT1M20S,310072,22125,99,UC7KPHBCJ8hEzE9izqtiti6A,24,fr
XKMJJDuhVxk,Mcfly a mal dans son cœur dorénavant…,,Mcfly et Carlito,2024-12-06T20:00:37Z,PT57S,831055,62751,141,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
caMi7GCqK9U,"En conclusion, c'est raté mais plaisant à faire!#mcflyetcarlito  #mcfly #carlito #fail #humour #flop","🎬 J'ai participé au concours de Mcfly & Carlito... et ça ne s'est pas passé comme prévu !😅

Dans cette vidéo, Lauren et moi réagissons au live Twitch où Mcfly et Carlito ont annoncé les résultats du concours. 🎮💥 Mon passage ? Eh bien... disons qu'ils n'ont pas vraiment été fans. 😬 J'ai ""bidé""! On analyse ensemble ce qui n'a pas fonctionné dans ma vidéo

Est-ce que c'était vraiment un échec ou juste une leçon pour mieux rebondir

🔔👉 Viens découvrir l'envers du décor et partage ton avis dans les commentaires sur ce flop !N'oublie pas de liker 👍, de t'abonner 🔔

🎬  Chaîne principale : http://www.youtube.com/@UCqvBJ-VZAdeLfTf5bF1N_jQ 
📷 Suivez-moi sur Instagram : https://www.instagram.com/fateuboy/
📱 Retrouvez-moi sur TikTok : https://www.tiktok.com/@fateuboyleseul
💬Twitter: @Fateuboyleseul 
💜 Twitch : https://www.twitch.tv/fateuboy


📲 Restez connectés et ne manquez rien de nos aventures !


#mcflyetcarlito   #twitchlive   #Réaction #concours   #analyse   #fail   #youtubeur   #lagrossemachinela #flop  #reaction  #react  #carlito  #mcfly  #twitch #jonathancohen",FateuBoy,2024-10-18T10:00:40Z,PT48S,462,8,0,UCqvBJ-VZAdeLfTf5bF1N_jQ,24,fr
itRWFw6spXY,Amixem top 5 #amixem #humour #lecrew #thomasdeseur,,Wolf speed,2025-11-02T10:28:02Z,PT1M3S,35122,967,2,UCRQNEZDeKLhefji6v7Kb-MA,22,fr
pYJ-DTd-ATg,Une amitié plus belle que la nôtre sur Internet ?,,Mcfly et Carlito,2026-01-15T16:34:52Z,PT19S,476216,8720,173,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
x59lzuiOOyI,ON ÉCHANGE NOS MAISONS pour 24H ! 🏠😱,"Guide Les Bacons
Guide The Bacons
▶️ Le Jeu : https://www.roblox.com/fr/games/134425882559799/Guide-The-Bacons
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

Chaîne de Clem : https://www.youtube.com/channel/UCaETNSWkInzoOQGu73jSUvg

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#roblox #furiousjumper",Furious Jumper,2025-09-29T16:13:00Z,PT17M23S,550649,1706,76,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
k0AuhvBuvRo,NE SORTEZ PAS À 3H DU MATIN DANS ROBLOX,"Après 3 heures du matin
After 3 AM
▶️ Le Jeu : https://www.roblox.com/fr/games/106487781999308/After-3-AM
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

Chaîne de Overspes : https://www.youtube.com/channel/UCvnTLhh5YrGHkv6_0zcFf2g

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#roblox #furiousjumper #overspes",Furious Jumper,2025-12-15T16:12:00Z,PT32M36S,133451,2951,137,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
1mvz2JsazhQ,Mcfly et Carlito prennent des cours de self défense #mcfly #carlito #mcflyetcarlito #defense defense,,Nagora,2025-04-21T06:16:35Z,PT1M2S,5618,112,2,UCuoGqNu8ZX6CW129lTygm4g,20,fr
OgpkXFm2dZg,Djilsi au cœur d’un traffic de dr0gue,,Mcfly et Carlito,2024-11-20T11:30:19Z,PT1M1S,275524,11607,37,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
90uBx91LC1E,On doit deviner ces tubes version metal feat Léopold et Elian,"Jouez avec nous enfin ! C’est si agréable de passer un moment convivial tous ensemble ! De la bonne musique et de bon(ne)s ami(e)s, que demander de plus voyons !
Serez-vous meilleur(e)s que nous ?

Qui a envie de voir ces morceaux sortir sur les plateformes ?

Merci à ces monstres Psykup ! Leur album The Joke of Tomorrow est dispo partout https://youtube.com/playlist?list=PLyseo58Sy9AxOO36-BdbZwNmaUF6T5_Gw&feature=shared 
https://www.facebook.com/Psykup 
https://www.instagram.com/officialpsykup/ 

Et à nos frères
Léopold https://leopoldlemarchand.com/
Élian https://www.youtube.com/@elianventre 

Directeur technique - Morgan Sanchez
Chef OPV - Elyon
Chef OPS - Martin Bonami
Renfort son - Maël Weiss
Maquillage - Karmen Sefer

Montage - Florian Hautekiet
Mixage - Martin Bonami
Miniature - Oncle Sid

Productrice exécutive - Clara Lesage 
Directrice de production - Blanche Martin
Assistante de production séniore - Léna Weiss
Stagiaire de production - Mathilde Le Dévéhat
Administratrice de production - Sterenn Hall
Assistant de post-production - Elyon

Unfold Production

Agent Mcfly et Carlito - Camille Blondeau
Assistante Fatbros 2.0 - Chloé Wolf

Remerciements :
Big up à nos voisins qui ont gentillement profités (supportés plutôt serait le terme) de ce tournage


Rejoignez notre discord officiel : https://discord.gg/mcflyetcarlito

INSTAGRAM
★ https://www.instagram.com/rafcarlito
★ https://www.instagram.com/levraimcfly
★ https://www.instagram.com/mcflyetcarlitouniverse

TIKTOK
https://www.tiktok.com/@mcflyetcarlito?lang=fr
https://www.tiktok.com/@davidtiktokmusic?lang=fr

TWITCH 
https://twitch.tv/rafcarlito



** Règles de l’espace commentaires :
- Écrire dans un français correct (surtout pour Carlito ça)
- Écrivez de façon respectueuse 
- Pas de pubs, de spams du genre « me manque un abonné pour devenir stylé » ou encore « 3500 vues sans passer par Youvues, bravo ! »",Mcfly et Carlito,2025-05-13T15:30:21Z,PT36M4S,1118270,62207,2409,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
0P7Nto53bqs,100 JOUEURS RENTRENT DANS LA TÊTE DE K-POP DEMONS HUNTERS SUR ROBLOX !,"Aujourd'hui, 100 JOUEURS RENTRENT DANS LA TÊTE DE K-POP DEMONS HUNTERS SUR ROBLOX !
100 joueurs sautent dans les chasseurs de démons KPop 
100 Players Jump Into KPop Demon Hunters
Abonnes-toi et met un pouce bleu ça me ferait trop plaisir ! 💜

▶️ Le Jeu : https://www.roblox.com/fr/games/70824682882031/100-Players-Jump-Into-KPop-Demon-Hunters
◻️Mon Groupe Roblox : https://www.roblox.com/fr/groups/34707940/ClemBloxTeam#!/about

Chaîne de Furious Jumper : https://www.youtube.com/channel/UCLMKLU-ZuDQIsbjMvR3bbog 

 #furiousjumper  #clemblox  #roblox #kpopdemonhunters",Clem,2026-01-14T11:45:00Z,PT21M56S,34202,647,24,UCaETNSWkInzoOQGu73jSUvg,20,fr
KN2uYEL3b8Q,les meilleurs imitation avec amixem et le crew,,Calm & Focused Study music,2025-12-03T07:54:33Z,PT1M31S,781247,9549,55,UCDzv8ZBJ7T1SRDeQg44CVtQ,10,fr
URMSKAQilJs,Starter pack de Mcfly et  Carlito          #mcfly #carlito#dessin #starterpack @LeFatShow,,Lottie draw,2025-05-30T15:34:43Z,PT18S,2070,26,4,UCPEibjnUlMEwTUO0RjBo6_g,22,ar
O6jllWGnqkY,Débloquer La Nouvelle CLASSE DE BONHOMME DE NEIGE Dans 99 Nuits Dans La Forêt… (Roblox),"🎄 MISE À JOUR DE NOËL PARTIE 2 ❄️

Les elfes travaillent dur à construire le pôle Nord et à préparer l'atelier du Père Noël... mais une catastrophe s'est produite.
Le cerf a perturbé leurs plans et le pôle Nord n'est plus en sécurité. Aide les elfes à récupérer la terre et à la transformer en un véritable havre de Noël une fois de plus.

Quoi de neuf:
💡 Lumières de Noël - Trouve-les dispersés sur la carte
🎄 Décoration d'arbre - Allumez 12 arbres au pôle Nord pour créer une zone de sécurité secondaire dans laquelle vous pouvez bâtir
🎁 Plus d'objets ajoutés à la boutique de Noël
⛄ Nouvelle classe: bonhomme de neige
🧝‍♂️ Nouvelle classe: elfe cadeau

L'atelier doit être terminé à temps pour Noël ✨🎄

▶️ Le Jeu : https://www.roblox.com/fr/games/79546208627805/99-Nights-in-the-Forest
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#furiousjumper #99nuit #roblox",Furious Jumper,2025-12-21T11:59:00Z,PT9M2S,144364,1124,101,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
lQkfxgPpIFI,Le grand rêve de Sacha 🥰 #mcfly #carlito #mcflyetcarlito #youtubefrançais #youtubefrance #france,,MeilleursClips FR,2025-01-07T19:51:07Z,PT44S,6339,164,1,UC0RaDPjX-8KFr1cr366cDNw,22,fr
ubp4hsYa0ak,Cet objet a une histoire : National Geographic de 1939 !,#amixem #shorts #nationalgeographic,Amixem,2025-06-09T16:30:32Z,PT47S,215658,8162,29,UCgvqvBoSHB1ctlyyhoHrGwQ,23,fr
zi4Ne1vkVAs,Quel est le contenu de la vidéo secrète ?,,Mcfly et Carlito,2025-10-10T14:34:26Z,PT1M37S,585542,14476,50,UCDPK_MTu3uTUFJXRVcTJcEw,24,fr
zaPRkEFTHF0,Ranking The Best Rémi Gaillard Pranks pt 7💀,#funny  #comedy  #prank  #fail  #shorts  #memes  #top5  #ranking,Best Viral,2025-12-21T14:01:42Z,PT46S,38845,593,1,UCc8q8DcqDs9JI2gi4RitGNA,22,en
2J4ConV3aGE,TROLL DE BASE VIDE sur Steal A Brainrot 😅,"[🌌] Vole un Brainrot
Steal a Brainrot
▶️ Le Jeu : https://www.roblox.com/fr/games/109983668079237/Steal-a-Brainrot
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#Roblox #Furiousjumper #StealABrainrot",Furious Jumper,2025-08-27T07:03:00Z,PT14M52S,533073,6993,215,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
XcaCdnhWQFI,J'ai trouvé un PASSAGE SECRET dans ma BASE dans Steal a Brainrot !,"[🌌] Vole un Brainrot
Steal a Brainrot
▶️ Le Jeu : https://www.roblox.com/fr/games/109983668079237/Steal-a-Brainrot
✅Code : FURIOUS sur Roblox ! 
🎁Abonne-toi à ma chaine Secondaire ► https://www.youtube.com/c/FuFuJumper

📸 Mon Insta : https://www.instagram.com/furiousjumperofficiel/
🎵 Mon TikTok : https://www.tiktok.com/@furiousjumperofficiel
💙 Mon Twitter : https://twitter.com/FuriousJumper
👾 Mon Discord :  https://discord.gg/nJqMQ6JmQt
👕 Ma Boutique de vêtements : https://furiousjumpershop.com

📧 Adresse mail pro : contact@furious.yt
#furiousjumper #stealabrainrot #fangirl",Furious Jumper,2025-08-29T07:03:00Z,PT16M47S,202517,2613,224,UCLMKLU-ZuDQIsbjMvR3bbog,20,fr
qfGxthybpVE,"Showreels d'acteurs   Rires, défis et moments de gêne garantis ! #mcfly #carlito #drole #pourtoi",,remsy,2025-06-09T14:42:07Z,PT43S,10,0,0,UCK-0pdrkLDX6RxQXsl3Ph3w,20,fr
JFGgTYFzh08,i take sigma going to meet,,(FAN)Furious Jumper,2026-01-18T17:05:11Z,PT1M16S,25860,719,24,UC8u79xeuXH5vkC_iy8j4GyA,22,en
LCSmjp3jkXw,BEST PRANKS (REMI GAILLARD) - REACTION,"BEST PRANKS (REMI GAILLARD) - REACTION

#remigaillardreaction #remigaillard #videoreactions #bestpranks #frenchcomedy 

Original Video - give him love and support!
https://www.youtube.com/watch?v=yNf1fv68YQs&rco=1

All Videos have a playlist at the end fyi.

Join Patreon for First come First Serve Requests or a simple coffee a month as a way to support your channel.

https://www.patreon.com/reactionsbyd

Bergabunglah dengan Patreon untuk Permintaan First come First Serve atau kopi sederhana sebulan sebagai cara untuk mendukung saluran Anda.

https://www.patreon.com/reactionsbyd

Únase a Patreon para las solicitudes por orden de llegada o un simple café al mes como una forma de apoyar su canal.

https://www.patreon.com/reactionsbyd

*Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. No copyright infringement intended. ALL RIGHTS BELONG TO THEIR RESPECTIVE OWNERS*",The World with D,2025-03-14T03:24:45Z,PT12M15S,13839,454,10,UCALXiXcZcKnsOZp-Rj5OZ7A,24,en-US
m8ZgvY1OF5o,@LeFatShow Critique ma chaîne 😭🧨 #palet #mcfly #carlito #humour #kaoutchouc #degustation,,Kaoutchouc - Le petit palet,2025-01-06T16:00:45Z,PT13S,1873,35,0,UCLmbsSAuWkPrWQV4dMPIWBw,24,fr
