category_name,category_id,video_id,title,channel_title,channel_id,description,duration,language,views,likes,published_at
Sports,17,Z9kdCIwTRN4,هدف السنغال اليوم ضد المغرب #نهائي_كأس_إفريقيا #كاس_امم_افريقيا #كأس_أمم_إفريقيا #المغرب_السنغال,DZ Gamer,UC0Vxulmz_N5X6xXMYTRk_Tw,#المغرب_السنغال #مصر_نيجيريا #المغرب_نيجيريا #مصر_السنغال #الجزائر_نيجيريا #الجزائر_الكونغو_الديمقراطية #الجزائر_كونغو_ديمقراطية #الجزائر_غينيا_الإستوائية #الجزائر_غينيا_الاستوائية #الجزائر_بوركينا_فاسو #الجزائر_بوركينافاسو #الجزائر_السودان #كأس_امم_افريقيا #كاس_امم_افريقيا #كأس_أمم_أفريقيا #كأس_أمم_أفريقيا_2025 #الجزائر_الإمارات #الجزائر_الامارات #الجزائر_العراق #علي_بن_شيخ #الجزائر #البحرين #الجزائر_البحرين #البحرين_الجزائر #كاس_العرب #كأس_العرب #كاس_العرب_2025 #كأس_العرب_2025 #مولودية_الجزائر #صن_داونز #مولودية_الجزائر_صن_داونز #اتحاد_العاصمة_اولمبيك_اسفي #إتحاد_العاصمة_أولمبيك_آسفي #إتحاد_العاصمة #اولمبيك_اسفي #اتحاد_العاصمة #أولمبيك_آسفي #اتحاد_الجزائر #إتحاد_الجزائر #الدحيل_الاتحاد #مباراة_الجزائر_والسعودية #الجزائر_السعودية #لمسها_ولا_ما_لمسها البيلدوزر سمير شرقي سارجان سمير شرقي البيلدوزر شرقي سارجان شرقي #البيلدوزر_سمير_شرقي #سارجان_سمير_شرقي #البيلدوزر_شرقي #سارجان_شرقي #الجزائر  المنتخب الوطني الجزائري المنتخب الجزائري منتخب الجزائر فريق الجزائر #منتخبنا_الوطني #منتخب_الجزائر #منتخب_الوطني #المنتخب_الجزائري #منتخب_الوطني_الجزائري #المنتخب_الوطني_الجزائري هدف الجزائر اليوم هدف منتخب الجزائر اليوم هدف المنتخب الوطني الجزائري اليوم #dz #algerie ‎#algeria #algerien ‎ #algerienne #france #maroc #espagne #irak #egypt #arabiesaoudite #arabie_saoudite #jsk شبيبة القبائل نادي شبيبة القبائل #شبيبة #شبيبة_القبائل #القبايل #القبائل هدف شبيبة القبائل  هدف شبيبة القبائل اليوم #ملعب_حسين_ايت_احمد #ملعب_تيزي_وزو رياض محرز محرز نادي الأهلي نادي الاهلي الاهلي الأهلي الأهلي السعودي الاهلي السعودي نادي الاهلي السعودي نادي الأهلي السعودي #رياض_محرز #محرز #الاهلي_السعودي #الأهلي_السعودي #الاهلي #الأهلي #الأهلي_فوق_الجميع #الاهلى #الأهلي_خط_أحمر #الأهلي_الجديد #نادي_الاهلي #نادي_الأهلي #نادي_القرن نادي الاهلي السعودي نادي الأهلي السعودي الاهلي السعودي الأهلي السعودي الهلال السعودي  الهلال نادي الهلال السعودي #الهلال  #الهلال_السعودي #نادي_الهلال_السعودي #نادي_الهلال #الهلال_الاهلي #الهلال_الأهلي كنترول رياض محرز كنترول رياض محرز اليوم #كنترول_رياض_محرز #كنترول هدف رياض محرز اليوم مراوغة رياض محرز اليوم كنترول رياض محرز اليوم #امين #أمين #غويري #امين_غويري #أمين_غويري هدف امين غويري اليوم هدف أمين غويري اليوم هدف غويري في مرمى بوتسوانا هدف غويري ضد بوتسوانا هدف غويري اليوم في مرمى بوتسوانا هدف غويري اليوم ضد بوتسوانا هدف امين غويري في مرمى بوتسوانا هدف امين غويري ضد بوتسوانا هدف امين غويري اليوم في مرمى بوتسوانا هدف امين غويري اليوم ضد بوتسوانا هدف أمين غويري في مرمى بوتسوانا هدف أمين غويري ضد بوتسوانا هدف أمين غويري اليوم في مرمى بوتسوانا هدف أمين غويري اليوم ضد بوتسوانا #امين #أمين #عمورة #امين_عمورة #أمين_عمورة #محمد_امين_عمورة #محمد_أمين_عمورة هدف امين عمورة اليوم هدف أمين عمورة اليوم هدف محمد امين عمورة اليوم هدف محمد أمين عمورة اليوم هدف عمورة اليوم في مرمى بوتسوانا هدف عمورة اليوم ضد بوتسوانا هدف عمورة في مرمى بوتسوانا هدف عمورة ضد بوتسوانا هدف الجزائر اليوم هدف منتخب الجزائر اليوم هدف المنتخب الوطني الجزائري اليوم  ONE TWO THREE VIVA L’ALGÉRIE 🇩🇿  مراوغة أنيس حاج موسى اليوم,PT22S,ar,2997678,62182,2026-01-18T21:41:34Z
Sports,17,9RSs1vr1l14,A heartwarming moment between athletes and journalists  #kindness #athlete #fyp #foryoupage, Moora  Bing,UCxtdR23ePUt0eqkx4i09meg,,PT59S,en,54871091,1481197,2026-01-14T01:31:51Z
Sports,17,fvJW6HSfCJI,Il L'a Sous Estimé...#shorts,Tibulle123,UCrOAM_t6ly5-Lw1OyIZ5dQg,"#avengersendgame #ironman #citation #captainamerica #thor #marvel #marvelstudios #edit   #sigma #2k #motivation #citationdujour #mindset #focus #sigma #viralvideo #viralshorts #viralshort #viralvideos #viral #pourtoi #fyp #spiderman #spidermannowayhome  Crédits:  Film: Une nouvelle chance Musique:  No Batidao  Manquer de respect aux autres, surtout quand on est dans une position sociale plus élevé, c'est pas cool. Mais c'est surtout un signe de stupidité car il n'y a que les imbéciles qui croient être les plus forts et se pensent tout permis. Car la vie ne se prive pas de donner régulièrement des reality-check qui nous ramènent les pieds sur terre et force a l'humilité  Apprentissage : Sous estimer un adversaire mène bien souvent à la défaite   La musique, les graphiques et les images utilisé dans cette vidéo appartiennent a leur propriétaire légitime. Je ne possède rien a part le montage spécifique et le sous titrage original que j'ai réalisé. Mes vidéos visent à extraire d'une scène de film, avec un montage conséquent, des enseignements, des conseils, une moralité, une leçon ou des émotions pour faire réfléchir et réagir. Elle fournit des commentaires orignaux,  des critiques et une révision réfléchie, apportant une valeur ajoutée au delà des sources originales.",PT42S,fr,433652,19137,2026-01-17T12:39:49Z
Sports,17,W3u_KWz0ZZI,Faut en parler de l’arbitrage à la can… 🤣🤯 #football #can2025 #arbitrage,BkmYounes 🇩🇿,UCiV93lHdmuZnqiFCq0AQvgA,,PT1M2S,fr,458865,18709,2026-01-19T19:35:00Z
Sports,17,YMe9Okr0wkw,Les supporters Marocain agresse le gardien Sénégalais à cause d’une serviette😱😂,BARRY TV,UClFK4WZt4UYDUWveLsegM8g,,PT11S,fr-FR,1154030,8127,2026-01-19T17:50:10Z
Sports,17,OtgvD8PM95k,T’as vu à la fin ?! 😂 #youtubeshorts #shorts #football,Armand freestyle,UCnS6u2q1w7AxckVH1pLJbJA,,PT21S,fr,227823,8345,2026-01-19T15:15:12Z
Sports,17,HIjiWTZx4k0,TAEKWONDO FACE AU MOINE SHAOLIN!,C'EST LA BAGARRE !,UClXSP6ToSW92M-nQtAXivdg,"Chaîne d'un passionné des sports de combat 🥊🥋  Plonge dans l’univers du MMA,de la boxe et pleins d'autres sports de combat. Des contenus créatifs, des vidéos travaillées, et tout ce qu’il te faut pour t’amuser.   N'hésite pas à t'abonner et mettre un petit Like 👍 Ça fait toujours plaisir !   Pour toute question de droits d'auteur ou de réclamation, veuillez me contacter à l'adresse suivante :   cestlabagarremma@gmail.com",PT1M,fr-FR,1622763,45438,2026-01-12T14:39:16Z
Sports,17,x8LL4euOx-Y,🥶 Brahim Diaz,YanriOff,UCqCKIPhV9ecse3Hrntfeh9Q,🎽 Chopes ton maillot ici : luniversdumaillot.fr 🎁 Code : YANRI30 (-30%) 📩 Contact : yanrioff@gmail.com  Rejoignez cette chaîne pour bénéficier d'avantages exclusifs : https://www.youtube.com/channel/UCqCKIPhV9ecse3Hrntfeh9Q/join  Bon visionnage !  CONTACT / PARTENARIAT : yanrioff@gmail.com,PT18S,fr,288449,12239,2026-01-18T22:15:08Z
Sports,17,DmaUMgA95Z4,"Sur le terrain, les joueurs sénégalais ont menacé de rentrer aux vestiaires #can #can2025 #maroc",SO FOOT,UCVZIhJDzI2O-xs3999obI4w,,PT11S,fr,415562,6387,2026-01-18T21:54:20Z
Sports,17,TBn4h0NFTxo,REAL 🆚 MONACO ! ⛳️,Le Z - Football,UCyGdKSwfLWGU20Ns1NyoGpQ,,PT1M15S,en,217236,8267,2026-01-20T13:47:01Z
Sports,17,AXZ23OpqfBk,La déclaration de hakimi après la défaite du maroc #football #shortes,FootPulse,UCDZnPnDl44NVa1fKv-llC5Q,,PT42S,fr,532740,10035,2026-01-19T12:46:53Z
Sports,17,GSDx12RcP9o,irl stream in Morocco 🇲🇦 SENEGAL VS MOROCCO AFCON FINAL ⚽️,IShowSpeed,UCWsDFcIhY2DBi3GB5uykGXA,tts donations here/ https://streamlabs.com/ishowspeed  FOLLOW ME 👀  http://link.me/ishowspeed MERCH 👕 -  https://speed.store/ MEMBERSHIPS ✅  - https://www.youtube.com/c/IShowSpeed/join  for donations tts/ Media Request here   https://streamlabs.com/ishowspeed/tip  IG: https://www.instagram.com/ishowspeed?igsh=MXNveXVucWZyZGsyaA== X: https://x.com/ishowspeedsui?s=21 Snap : https://snapchat.com/t/IeuoJ50Y Discord: https://discord.gg/ishowspeed  JOIN MY OTHER CHANNELS YT Live speedy: https://youtube.com/@livespeedy7451?si=Sd4QiWsrk-iGX7fL YT Speedy Boykins: https://youtube.com/@speedyboykins7869?si=0jMDTQQsEUJXsr32 YT Speeduniverse : https://youtube.com/@SpeedUniverse?si=XUMYeIWoUY4TIjFl,PT9H33M39S,en,15716709,363017,2026-01-19T03:41:54Z
Sports,17,Mpc3w67kvEQ,"""Même pour les Marocains, ça aurait un goût amer"" affirme Riolo",AFTER FOOT,UCUdwSuEopnWNpibR9-dgciw,"Après la victoire du Sénégal face au Maroc (1-0), Daniel Riolo est revenu sur le penalty accordé puis raté par Brahim Diaz. Il considère que gagner dans ces conditions aurait eu ""un goût amer"" malgré une organisation impeccable.",PT47S,fr,315246,0,2026-01-19T09:16:45Z
Sports,17,K32zj_CQ5HE,🔴🇸🇳🇲🇦 SENEGAL - MAROC LIVE / 🔥🇲🇦DIMA MAGHRIB! / 🚨C'EST L'HEURE DU CHOC / 🏆FINALE CAN 2025 / CAN 2025,L' immigré parisien,UCzSSwnU5MohO6vQqmMjKUyw,"Vivez en direct la finale de la coupe d'Afrique des nations entre le Sénégal et le Maroc.  Avec SENDWAVE, envoyez de l’argent facilement, rapidement et en toute sécurité depuis votre téléphone  🎁 10 € offerts sur votre tout premier transfert  Code promo : LIP10 Téléchargez l’application ici : https://try.sendwave.com/kjap/7miovnz4   #SENMAR #CAN2026 #CAN2025   match en direct,en direct,match live,match en direct aujourd-hui,match maroc en direct,match en direct maroc,match en direct maroc aujourd'hui,match maroc en direct aujourd'hui,match maroc aujourd'hui en direct,match maroc aujourd-hui en direct,match en direct aujourd'hui,matche en direct aujourd'hui,match en direct senegal aujourd'hui,match senegal en direct aujourd'hui,match senegal en direct,match en direct senegal,maroc live,maroc match,maroc live match,maroc en direct,maroc direct,maroc live match,maroc match en direct,live maroc,match en direct maroc,live match maroc,direct maroc,match maroc,match maroc en direct,match en direct maroc aujourd'hui,morocco live,senegal live,senegal direct,senegal en direct,senegal match,senegal match en direct,live senegal,direct senegal,en direct senegal,match senegal,match en direct senegal,senegal live,live senegal,maroc senegal live,maroc senegal direct,maroc senegal en direct,maroc senegal match,maroc senegal match en direct,live maroc senegal,direct maroc senegal,match maroc senegal,en direct maroc senegal,match en direct maroc senegal,morocco senegal live,live morocco senegal,senegal maroc live,senegal maroc match,senegal maroc direct,senegal maroc en direct,senegal maroc match en direct,live senegal maroc,direct senegal maroc,en direct senegal maroc,match senegal maroc,match en direct senegal maroc,match en direct aujourd'hui,maroc vs senegal live,maroc vs senegal direct,maroc vs senegal en direct,maroc vs senegal match,maroc vs senegal match en direct,live maroc vs senegal,direct maroc vs senegal,match maroc vs senegal,en direct maroc vs senegal,match en direct maroc vs senegal,morocco vs senegal live,live morocco vs senegal,senegal vs maroc live,senegal vs maroc direct,senegal vs maroc en direct,senegal vs maroc match,senegal vs maroc match en direct,senegal vs maroc live match,live senegal vs maroc,direct senegal vs maroc,en direct senegal vs maroc,match senegal vs maroc,match en direct senegal vs maroc,live match senegal vs maroc,match maroc aujourd'hui,match en direct maroc aujourd'hui,match senegal aujourd'hui,maroc foot,maroc football,senegal foot,senegal football,immigré parisien,l'immigré parisien,immigré-parisien,imigri parisien,maroc coupe d'afrique,maroc match can live,foot en direct,matche maroc en direct,match maroc en direct,match senegal en direct,maroc live aujourd'hui,senegal live aujourd'hui,en direct match maroc,coupe d'afrique des nations,can,can 2026,can 2026 live,can 2026 direct,can 2026 en direct,can 2025,can 2025 live,can 2025 direct,can 2025 match,coupe d'afrique des nations 2026,coupe d'afrique des nations 2026 live,coupe d'afrique des nations 2025,coupe d'afrique des nations 2025 live,coupe d'afrique 2026,coupe d'afrique 2026 live,coupe d'afrique 2025,coupe d'afrique 2025 live,can 2026 maroc,can 2025 maroc,can 2025 maroc live,can maroc 2025,can maroc 2025 live,maroc senegal can live,maroc senegal coupe d'afrique live,can live,can direct,can match,can match en direct,live can,direct can,en direct can,match can,match en direct can,coupe d'afrique,coupe d'afrique live,live coupe d'afrique,match coupe d'afrique en direct aujourd'hui,coupe d'afrique aujourd-hui,coupe d'afrique en direct aujourd-hui,maroc senegal 2026,maroc senegal 2025,maroc vs senegal 2025,fifa live,fifatv,fifatv live,fifa tv,fifa tv live,caftv,caf tv,caf tv live,maroc vs senegal 2026,maroc senegal bein sport,maroc senegal bein sport live,bein sport,bein sport live,bein sport en direct,canal+ + sport en direct,bein sport 1 الان live مباشر,bein sport 2 الان live مباشر,kora live,yalla shoot,kora live بث مباشر,fifa tv بث مباشر,arryadia,arryadia live,maroc senegal arryadia,maroc senegal arryadia live,maroc senegal can 2025,maroc senegal can 2026,maroc senegal can 2025 live,maroc senegal can 2026 live,al aoula,al aoula live,maroc senegal al aoula,al aoula en direct,match maroc en direct aujourd-hui,senegal maroc demi finale,senegal maroc demi finale live,senegal maroc demi finale can 2025,m6,m6 live,senegal maroc m6,senegal maroc m6 live,rts1 senegal en direct,سنغال مباشر,rts1 senegal en direct match,senegal maroc rts1,senegal maroc rts,rts live,senegal maroc rts1,senegal maroc rts1 live,senegal maroc rts 1,senegal vs maroc rts1,senegal vs maroc rts1 2026,direct rts1 aujourd'hui,fsf live,fsf tv live,senegal maroc fsf tv,live fsf,senegal maroc rts,senegal maroc rts 1,senegal maroc rts1,senegal maroc rts live,match senegal maroc 2026 live,rts1 senegal en direct,سنغال مباشر,live kora بث مباشر,can 2026, al aoula live بث مباشر مباراة المغرب اليوم مباشر maroc live مباشر المغرب مباشر مباريات اليوم بث مباشر match live بث مباشر",PT4H35M43S,fr-FR,3870082,33900,2026-01-18T22:34:08Z
Sports,17,XJ7ARMIDGto,Yehvann Diouf🇸🇳 poursuivi par des supporters marocains qui voulaient récupérer la serviette de Mendy,Footsen,UCx0hA26M5jbvdIf9fbCQfXA,,PT15S,fr,645550,15424,2026-01-18T23:48:17Z
Sports,17,D-5tsctD-wo,L’expérience de fou… aller jusqu’en Arabie Saoudite pour demander le maillot du Ballon d’Or #benzema,Aficionado Football,UCiuqp_hftny4xBkHtESsM9Q,,PT1M12S,fr,747364,27555,2026-01-14T16:50:59Z
Sports,17,zG9QVvt_qCo,Respect to Zeynep Sönmez who went to help this ball kid who fainted beside the court ❤️,TNT Sports,UClhp9g6TPiqCTOlcw0ROfNg,"Respect to Zeynep Sönmez who went to help this ball kid who fainted beside the court ❤️  TNT Sports marks a new era in sports broadcasting in the UK and Republic of Ireland across TV, streaming, digital and social media platforms.   discovery+ is the streaming home of TNT Sports and brings you so many elite competitions all in one place. Over 185 UEFA Champions League matches, every Europa League and Conference League fixture, and exclusive Premier League games. Plus, the Emirates FA Cup and Adobe Women's FA Cup, Gallagher PREM and Quilter Nations Series Rugby, MotoGP, UFC, Cricket, Grand Tour Cycling, Snooker, Australian Open and Roland-Garros Tennis, Winter Sports and Olympic Winter Games Milano 🍿   https://www.discoveryplus.com/gb  Discovery+ Rugby - https://play.discoveryplus.com/sports/rugby  Discovery+ Cricket - https://play.discoveryplus.com/sports/cricket  Discovery+ MotoGP - https://play.discoveryplus.com/sport-event/moto-gp-hub  Discovery+ All Sports - https://play.discoveryplus.com/sports  Subscribe now.",PT43S,en,3846730,153928,2026-01-18T07:19:39Z
Sports,17,MJxCew0MnkQ,L’affaire de la serviette d’Edouard Mendy… 🇸🇳 #maroc #senegal #can2025 #edouardmendy #football,Jikabé,UCClMS2zBCrDWum-QnF7SCMQ,,PT1M3S,fr,231374,5783,2026-01-19T14:18:10Z
Sports,17,k8tPzulLjEs,Le grand Kiki prime 🔥 @kik@kikipitchouneendingonshorts,Kesh Freestyle,UCIU5KrIoflMT4k4KrZtCPnA,,PT1M3S,fr,398243,9230,2026-01-17T16:45:20Z
Sports,17,cB6Eco_7rjQ,Man City Tiki Taka😂,SkillerPrime7,UCTPhPMIS2i-q5EKPgxANAPg,,PT20S,es,7839719,233375,2026-01-16T16:26:28Z
Sports,17,hZoYkTX-_6k,Maroc🇲🇦 - Sénégal🇸🇳,Pitch Addict,UCRflwsKvsCINRlHPs1CQDig,,PT37S,fr,302967,10742,2026-01-19T17:39:20Z
Sports,17,HoIDepNA70s,🚨 Achraf Hakimi fait la honte du Maroc dans cette Can. Pourquoi les serviettes ? #can #hakimi,Xstone Ekwa,UCmbHgjKdBhWT6a_FUpuYCKA,Rejoignez ma communauté sur TikTok: https://www.tiktok.com/@xstone.ekwa 📸 Instagram: https://www.instagram.com/xstonekwa/ 🐦 Twitter: https://x.com/xstonekwa  Collaboration: ekwax@hotmail.fr  🙏 Un abonnement à la chaîne est GRATUIT et ça soutient énormément ! ➡️ Rejoins ma communauté de plus de 250K abonnés 💙🩷  👉 https://linktr.ee/xstonekwa   -------------------------------------------- I DO NOT OWN THE RIGHTS TO THE CLIPS OR MUSIC. ALL RIGHTS BELONG TO THEIR RESPECTFUL OWNERS. --------------------------------------------  --------------------------------------------  #FCBarcelona #Barça #Culers #ActualitéBarça #Réactions #LaLiga #CampNou  #barca #lamineyamal #barça #yamal #lamineyamal #barça #yamal #barca #barcelona #lamine #liga #football #mercato #barcelonafc #barcelone #pedri #gavi #raphinha #lewandowski #fcbarcelone #fcbarcelona #araujo #foot #barcarealmadrid #realmadrid #real #dejong #kounde #flick #robertlewandowski #laliga #liga #classico #ldc #elclasico #liguedeschampions #championsleague #messi #lionelmessi,PT1M,fr-FR,686612,15029,2026-01-19T01:22:34Z
Sports,17,fe0Ra0vsKjY,Elle va réussir ?,Foot Familya,UCgi_BBsCJbbwIvqXkIY-_oA,,PT11S,fr,305362,5755,2026-01-16T16:01:08Z
Sports,17,fW2BflI7Uw8,Le geste le plus mignon de l’AFCON 😄💞 Le secret de Malick Diouf révélé !😱 #france #shorts,BFF ,UCpaLOhCyW8JF93qbikMs_yg,"On connaît enfin la vraie raison derrière la drôle de célébration de Malick Diouf 😄👶🏽 Beaucoup pensaient qu’il se moquait des Marocains après le penalty sur Brahim Díaz, mais en réalité, c’était un hommage à sa maman ❤️ Elle lui a même donné la tétine pour la célébration ! Trop mignon et touchant 🐐💖  #MalickDiouf #AFCON2025 #shorts  #CélébrationTouchante #Respect #AmourMaternel #FootballAfricain #MomentsInoubliables #france #short  #AFCONMoments #FootballLove #HommageMaman #CuteCelebration #SenegalChampion #AFCON2026 #DioufMagic #FootballPassion #trending #Inspiration #Gratitude #SoccerLove #AfricanFootball #GoalsEtCélébrations #youtubeshorts  #viralvideo #viralshorts #shortvideo",PT19S,fr,408040,15178,2026-01-20T13:15:06Z
Sports,17,ThpQFV8C0kM,Foden Forgot It Was Del Piero 🤯,Samuel AEP,UCD3DoIWuUK6cXdo_U0BEJVg,"📌This video was edited by me with care and creativity to bring a unique and entertaining experience to every viewer. Each edit is highly transformative, featuring original commentary and a fresh perspective that adds real value to the original content. I use After Effects 2025 and Topaz AI Video Enhancer to produce high-quality. . Fair Use Disclaimer: This video falls under Section 107 of the Copyright Act (1976), allowing fair use for purposes such as commentary, criticism, education, and research. My goal is to create content that’s both transformative and educational. For any inquiries, credit concerns, or removal requests, feel free to contact me at business.samuelaep@gmail.com . #football #shorts #foden #philfoden #delpiero #edit #shortsfeed #fyp #viralvideo #soccer",PT22S,en,10111370,330024,2026-01-16T11:03:33Z
Sports,17,qaYm9uexhhk,"Sometimes the problem is not you, but where you are. ❤️‍🩹🥹",Endless Love,UCH8x9zAJbpfipmHosNuwu_A,,PT16S,hi,9125353,237324,2026-01-14T13:30:56Z
Sports,17,R5UWPLnsZT8,تحية كبيرة لهاد البطل لي كيحارب الغش #المغرب_الجزائر #تيك_توك_المشاهير #المغربيات_اجمل_نساء_الكون,Chibani & Yasmine,UCX5TEI6fhudCeHgDLHzdwGg,,PT14S,ar,2666434,19253,2026-01-17T20:35:47Z
Sports,17,FTjvVG52Yd4,Sadio Mané est un grand leader 🥇🇸🇳 #football #mane #senegal #maroc,JNK AKADEMY ,UCDkf5wPM1sXpWdQCJmDkzvw,,PT46S,fr,492501,19144,2026-01-18T23:36:00Z
Sports,17,XxZ8pypEWIA,شوفوا كره اكرد اللي ما بغاتش تدخل في المرمى 😢 في نهائي كاس افريقيا #المنتخب_المغربي #دياز #المغرب,M Marocain,UCnPVDZ71h8qgTarNxirZD2w,,PT13S,ar,1308195,10720,2026-01-18T23:11:10Z
Sports,17,QYve7S-_xpY,c'était chaud 😱 #football #can2025 #maroc #senegal,Nagromonstro,UCQMa4KtAaE2Z9o8BpZT-Vcg,,PT30S,fr,160542,2323,2026-01-18T22:22:24Z
Sports,17,j60UI8ZUVO0,We did it again,ruttovibe,UCyNckcdhah-WEuEmRiPjsaw,,PT24S,en,1853216,30026,2026-01-19T12:46:23Z
Sports,17,rHeNZAnSMxQ,태권도 매트 위에서 배운 진짜 수업,WYB TV,UC-WeJpeSb5rgs58rcq6c2jA,#shorts,PT16S,ko,5295558,94052,2026-01-13T11:31:02Z
