category_name,category_id,video_id,title,channel_title,channel_id,description,duration,language,views,likes,published_at
Comedy,23,kYDzGJauurY,🤣 This Comedy Act Changed Everything | Judges Couldn’t Stop Laughing,Viral Talent Shorts,UCgMp7F1J984xYyKZxsrHCdQ,"Is comedy performance ne poore stage ka mahaul badal kar rakh diya! 😂 Jaise hi act shuru hua, audience hans hans kar pagal ho gayi aur judges apni hansi rok hi nahi paaye.  Ye sirf ek performance nahi thi, balkay timing, expressions aur confidence ka perfect mix tha jo har second ke sath aur bhi zyada entertaining hota gaya. Is act ne ye prove kar diya ke comedy kisi aik zaban ya mulk ki mohtaaj nahi hoti — agar talent real ho to duniya ke kisi bhi kone mein log connect kar lete hain.  Judges ke reactions, audience ki taaliyan aur stage ka energy level dekh kar ye kehna ghalat nahi hoga ke ye moment pure entertainment history ka yaadgaar hissa ban gaya. Kuch performances sirf funny hoti hain, lekin kuch aisi hoti hain jo logon ke chehron par muskurahat chor jaati hain — ye act bhi unhi mein se ek tha.  Agar aapko comedy, fun moments aur unique talent pasand hai, to ye video aapko poora entertain karega. Dekhiye, enjoy kijiye aur hansi share kijiye 😄✨  This video is shared for entertainment and inspiration purposes only.",PT46S,hi,7096526,210822,2026-01-14T15:21:38Z
Comedy,23,Gspaur52_ww,Failed renovation#funny #foryou #funnyvideos #fail,funnypets327,UCngJgeFHANvu8iwmNmXoa7g,,PT1M16S,en,3367481,48986,2026-01-16T10:28:51Z
Comedy,23,yK-SOFt71TY,Quand il te fait la morale 💔😔,L'étoile Noire,UCky8Z5AYEHA55-r2TFNC_KA,→ Ma boutique de vêtements : www.laboutiquelen.com  → Instagram : https://www.instagram.com/etoilenoire__/  → Contact (pro uniquement) LenBusinessCorp@gmail.com  → Any Copyright issue ? Please Feel free to contact me on social to get the problem solved  → Tik Tok : https://www.tiktok.com/@lenytb  → Twitter : https://twitter.com/etoilenoire01,PT33S,fr,432893,33209,2026-01-16T18:01:09Z
Comedy,23,UQOyPpOwtMw,Très à l'aise la gynéco 😭,Domingo,UCRCMNm2I4tM4BTmNSboc4QA,#domingo,PT1M3S,fr,372932,15986,2026-01-17T07:00:23Z
Comedy,23,xK4dy_1csKk,Never trust the internet,Glitch Giggles,UCzufTI0NdyYVmc_1_vY1ilw,,PT11S,en,24158836,422568,2026-01-11T12:21:41Z
Comedy,23,EV3NqM52TnQ,EDGAR-YVES PAYE 600 € UN “COUPEUR DE PLUIE” POUR L’ENTERREMENT DE SON PÈRE AU BÉNIN,LEGEND,UCIh7PDUAP226Pa_NtjN9Jqw,Edgar-Yves paye “un coupeur de pluie” 600 € pour l’enterrement de son père au Bénin   Disponible sur YouTube et en podcast sur toutes les plateformes 🎬,PT1M22S,fr,1219106,47400,2026-01-11T12:30:26Z
Comedy,23,MeOSh_fqAaI,Il a débrancher son cerveau a cause de l'armée. 🤣 #shorts,FARSEP-EDIT,UClDciuwOXQVRjqjDSz5FRMg,Il a débrancher son cerveau a cause de l'armée. 🤣 #shorts   Crédit : Malcolm,PT54S,fr,890705,48508,2026-01-11T16:27:15Z
Comedy,23,o1Qpwv8Nwa0,"This is so funny, l couldn't stop laughing #funny#doddlersoftiktok #funnyvideos#duet",phu pham vi6,UC0eKtWLnj-QYLPoikf9qsFQ,,PT40S,fr,528043,17311,2026-01-15T11:10:22Z
Comedy,23,gSBwlqEFX3c,the first move kills me 😂😂,Flashing Knight,UCwp0A2ne93NzhlCSA-nQsjA,,PT49S,en,14807726,493012,2026-01-15T18:53:19Z
Comedy,23,iDZ-luE_0d8,"🗣️ Isabelle Morizet sur Alain Delon : ""Je n'avais aucune raison de lui dire oui"" #quelleepoque",Quelle époque ! - France Télévisions,UC1XC_c6DZbYef3Nx6_Dkr6w,,PT35S,fr,408725,4847,2026-01-14T18:00:55Z
Comedy,23,pLH8MnxZvmk,burkinatiktok camerountiktok cotedivoire malitiktok ok moi jai pas peut #afrique #france #poutine,Continent des buzz,UCyEERmQTx3YpVzssbXkCLHw,,PT19S,fr-FR,790500,16291,2026-01-17T02:37:50Z
Comedy,23,Y9W4SZTtVks,"Un toboggan pour maman, une balançoire pour l’enfant 🛝👩‍👦‍👦🎠😄!!#shorts",Filles charmantes ,UChGkXre5nWDroMSWi8A6cvQ,"Un toboggan pour maman, une balançoire pour l’enfant 🛝👩‍👦‍👦🎠😄!!#shorts",PT19S,fr,414627,0,2026-01-16T12:30:51Z
Comedy,23,Ogvg9jPDsU4,Cet homme redonne foi en l’humanité,DramatizeMe France,UCVZFXAxZ4E1nW-PN1Xfaosw,"Si vous avez aimé cette histoire, suivez notre page!",PT59S,fr,585166,28423,2026-01-17T13:00:00Z
Comedy,23,RvKsBc490Fo,Explosion Outside 💥☕ | Key Calmly Adds Sugar (Key & Peele S4E8 Fan Edit),Quillon,UC-Nb3Cdm8SUgr3WMEgVt7nA,"This video is a fan-made edit from Key & Peele Season 4, Episode 8, focusing on the legendary coffee moment where chaos erupts outside… and Key absolutely does not care 😆☕.  At first, he’s just trying to add sugar to his coffee. Then an explosion happens outside 💥. Sirens, panic, total destruction — and yet, Key remains completely calm, unfazed, and laser-focused on one thing: adding more sugar 🧂😂.  The comedy comes from the contrast. While the world seems to be falling apart, Key’s expression barely changes. No reaction. No panic. Just steady hands, quiet determination, and an endless commitment to perfecting his coffee 🤯👏.  Edited based on the original subtitles, this clip highlights the subtle timing, deadpan delivery, and escalating absurdity that make Key & Peele sketches so iconic. Sometimes the funniest reaction… is no reaction at all 😌🔥.  If you love understated comedy, ridiculous contrasts, and classic Key & Peele moments, this fan edit captures one of the most unforgettable scenes from Season 4 Episode 8.  ⚠️ Disclaimer  This video is a fan-made edit created for entertainment purposes only. All rights to Key & Peele and its original footage belong to their respective copyright holders. This video is not monetized and is intended solely for creative editing and appreciation of the original show. No copyright infringement is intended.",PT34S,en-US,4260775,208686,2026-01-19T02:51:13Z
Comedy,23,29E2RMbr2fo,Les Trans Musicales - La chronique d'Aymeric Lompret,Radio Nova,UCGvjUWz3mGV9cssraATuEsw,"Les Trans Musicales ce festival qui fait l’apologie de la musique. Point.  La chronique d’Aymeric Lompret dans La dernière du dimanche 18 janvier 2026 sur Radio Nova.  La dernière, le dimanche à 18h en direct sur Radio Nova et à tout moment en podcast et en vidéo.  *****  🔔 Abonnez-vous à notre chaîne : http://j.mp/1cT7DvA Radio Nova : http://www.nova.fr Notre playlist officielle Le Grand Mix : https://linktr.ee/laradionova",PT4M43S,fr,181968,10229,2026-01-18T21:08:19Z
Comedy,23,JRzI6iAGUE4,Phillies land All-Star closer Jhoan Duran ahead of MLB trade deadline 👀🔥 #JhoanDuran,long duong,UCXOuPqMQESzYnJAxi3ILVAw,,PT58S,ar,12362669,252931,2026-01-14T11:09:13Z
Comedy,23,wT165FHEmVw,"ELLE ME DIT D'ALLER CHERCHER SON MEC, LE FLIC - Redouane Bougheraba #humour #standup #sketch",Redouane Bougheraba TV,UC-4xdm_HWFZqaoZVbJ72o0w,L'intégralité de la vidéo sur ma chaîne principale : https://www.youtube.com/watch?v=sfCUgz8G-IE  #Shorts,PT2M53S,fr-FR,367286,8763,2026-01-16T09:01:33Z
Comedy,23,Uudjqcffkn0,Phillies land All-Star closer Jhoan Duran ahead of MLB trade deadline 👀🔥,Ss Hh,UCqPrdgwkLxMiFWCxY5qUGcA,,PT59S,en,17023651,233056,2026-01-17T10:48:48Z
Comedy,23,KXA-lXU6i9Y,Qui connait le BAC SST ici ? 😂 📲,Arthur Officiel,UCCHmv1xR2CrC5Q750sw50ZQ,Bienvenue sur la chaîne officielle d'Arthur ! © Satisfaction Digital   Tous droits réservés   ___   Rejoignez-moi sur mes réseaux sociaux :   Facebook : https://www.facebook.com/Arthur.Officiel   Instagram : https://www.instagram.com/arthur_officiel   X : https://x.com/arthur_officiel   TikTok : https://www.tiktok.com/@arthur_officiel   Snapchat : https://www.snapchat.com/add/arthur_officiel,PT1M5S,fr,153219,1869,2026-01-18T18:00:31Z
Comedy,23,eFYc12RxFRM,Falsches Logistikunternehmen genommen 😂 #fypシ゚viral #fyp #shorts #trending #memes #humor #funny,HumorOhneEnde,UC0aoag2RYluh7bGenL5ps8A,"Willkommen bei Humor ohne Ende! 😂  Hier gibt's die tägliche Dosis Lachen, die du brauchst! Wir bringen dich mit den lustigsten Sketchen, Witzen und unvergesslichen Comedy-Momenten zum Schmunzeln, Grinsen und lauthals Lachen.  Dir hat das Video gefallen? Dann lass ein Like da, abonniere unseren Kanal und aktiviere die Glocke, damit du kein neues Video verpasst und immer auf dem neuesten Stand bist!  Abonniere jetzt für mehr: YouTube –  youtube.com/@HumorOhneEnde Instagram – https://www.instagram.com/humor_ohne_ende/ 𝕏 – https://x.com/realpaddy87?s=21  Schreib in die Kommentare: Was hat dich am meisten zum Lachen gebracht? Teile dieses Video mit deinen Freunden – Lachen ist ansteckend  #Humor #Comedy #Lustig #Lachen #Witze #Unterhaltung #FunnyVideos #short #Home #satire #viral #story #shorts #fun #funny #fypシ゚viral #foryou #laugh #trending #fail #laugh",PT17S,en,3569845,0,2026-01-16T07:24:57Z
Comedy,23,mvAg2rxZhMU,#relatable #fyp#acting#fypシ#viral #pov #humor #comedia#freunde#fürdich#toxis,Chafferer143,UCdHWhVjw-srnapGbU-Qq-yw,,PT59S,en-US,477554,19612,2026-01-14T10:34:00Z
Comedy,23,rlfaAfQeJbQ,Des ex ultra riches rentrent dans un supermarché pour la première fois...,Lamia Star,UC1Ljp2yPTA-WpUe9UrpzPBQ,Des ex ultra riches rentrent dans un supermarché pour la première fois... ft. @slayornaynay et @capitainelefevre #humour #acting #actrice #cinema #comedie,PT37S,fr,496630,17034,2026-01-14T11:01:34Z
Comedy,23,VNUcLU4KFoI,“On appelle l’inspection de l'hygiène !” : Michel déclenche le chaos - SODA,SODA ,UCye2vnvzJ0451SldydbNtIw,"🎬 Bienvenue dans l'univers hilarant de SODA ! 🎥 Retrouvez toutes les aventures d’Adam, ado (presque) comme les autres, entre son quotidien à la maison, ses galères au lycée, ses déboires amoureux, et ses délires avec ses meilleurs amis Slim et Ludovic.  💡 Abonne-toi à la chaîne et active les notifications pour ne rien manquer de cet univers drôle et attachant, et partage tes moments préférés en commentaires :    / @soda-serie    ✍🏻 CREDITS   Créateurs : Frank Bellocq David Soussan Kev Adams Cyril Cohen  Producteurs : Jean-Yves Robin Élisa Soussan  Acteurs principaux : Kev Adams : Adam Fontella Guy Lecluyse : Michel Fontella, le père d'Adam Laurence Oltuski : Élisabeth ""Babeth"" Fontella, la mère d'Adam Syrielle Mejias : Ève ""Chucky"" Fontella, la petite sœur d'Adam William Lebghil : Slimane ""Slim"" Elboughi, l'ami d'Adam Gaël Cottat : Ludovic ""Ludo"" Drancourt, l'ami d'Adam Lucie Boujenah : Jenna Malaurie, la lycéenne dont Adam est amoureux Louise Blachère : Stéphanie ""le Cafard"" Bouvier, amie de Jenna et petite amie de Slimane Alika Del Sol : Malika Elboughi, la mère de Slimane et amie de Babeth Dominique Frot : Solange Vergneaux, la principale du lycée Alex Lutz : Thierry, surveillant du lycée (saisons 1 et 2) Frank Bellocq : Patrick, surveillant du lycée (saisons 2 et 3) Chantal Garrigues : Gisèle Favrot, la mère de Babeth et grand-mère d'Adam et Ève John Eledjam : Uskur, gérant du kebab ""Liberty"" et patron d'Adam Gaël Mectoob : Pascal, cuisinier de la cantine du lycée  La série SODA est une shortcom française diffusée entre 2011 et 2014, totalisant 690 épisodes de 2 à 3 minutes. Elle suit le quotidien d'Adam, un adolescent de 18 ans, et de son entourage, avec humour et réalisme.",PT1M7S,fr,204228,8197,2026-01-17T17:28:23Z
Comedy,23,0UZF25Bddxw,#humoristefrancais #humour #comediedramatique #funny #drole #humor,Coralie5847,UCocseyrY3N8vLiOYq0JTs9A,,PT26S,en-US,805978,22121,2026-01-12T10:42:56Z
Comedy,23,wOvruGoQwRw,Cops Made Bro Kneel😂😂 #jokes #khanasadi #funnymoments #shorts,OddVidss,UCgqfk3ZlOsR2Q7U2rypwOtw,Fake K*dnapping Prank - Khan Asadi,PT30S,en,5876850,332678,2026-01-13T23:50:11Z
Comedy,23,t0_3JpSs4Lk,Qu'est-ce qu'il y a dans le sac à dos ? - Les Duos Impossibles 9ème édition,Les Duos Impossibles de Jérémy Ferrari,UCi30HhX-tetz-beUoTKhbHQ,"Les Duos Impossibles 9ème édition, dispo sur l'App CANAL+",PT50S,fr,1219343,40973,2026-01-09T17:25:12Z
Comedy,23,THRV416-gVM,« Traumatisé à vie parce qu’ils ont une mère tarée » 😂 #freddygladieux #squeezie #embrouille,Black Shaddy Officiel,UCKYrIRDJsl_3A-mv1rGtfGg,,PT1M29S,fr,373666,13767,2026-01-15T17:51:31Z
Comedy,23,i6aSDRHFyWU,Mais Dastan tu nous fais quoi là 🤣😭😭,L'observateur Moderne,UC85yDHXlXZOQBSejL_NEKKw,"⚠️ IMPORTANT: Si un extrait ou une image utilisés dans mes vidéos vous appartiennent et que vous souhaitez leur retrait, contactez-moi à l’adresse suivante : contact.boomlyrics@gmail.com, et je supprimerai le contenu concerné sans délai.  Lorsque la source d’un contenu est connue, elle est mentionnée directement dans la vidéo, le titre ou la description afin de respecter le travail de l’auteur original.  Observateur Moderne est une chaîne qui est indépendante, non affiliée aux créateurs originaux. Elle sert juste à apporter un minimum de sourire 🙂   #humour #drole #lobservateurmoderne #blague #mdr #rire #frenchhumour #sketch #humoristique #videodrole #memes #snapdrole #snapfr #shorts #instashorts #humourmemes #tiktokfr #tiktokfrance",PT1M,fr-FR,518499,25225,2026-01-13T21:15:03Z
Comedy,23,DR3Gb_myKkA,5 fois où on a vu Bart Simpson avec une nouvelle coupe de cheveux !,Fraako,UCNvYElOY0c1-xNOUIFT68uw,Les rares fois où Bart Simpson a changé de coupe de cheveux  TWITTER ► http://twitter.com/Fraako_ INSTAGRAM ► https://instagram.com/Fraakarts TWITCH ► http://www.twitch.tv/Fraako,PT1M2S,fr,201649,13309,2026-01-19T17:08:09Z
Comedy,23,g_NoDdg_SMM,LE MENSONGE QUI A FAILLI BRISER UNE FAMILLE 😱🏠📹,Neezay 2.0,UCEhEgGDe_NW7cqlvArK6VLg,Neezay 2.0 #shorts   Mail PRO : neezshorts@gmail.com,PT36S,fr,216380,14993,2026-01-18T16:30:30Z
Comedy,23,DV5CofasP0I,It’s just hello. Funny family #couple #comedy #funny,Alex & Annet ,UCD5Bq1i3pZPKIw4bJ856yZg,,PT1M,en,3741504,69890,2026-01-17T13:22:42Z
Comedy,23,RSGpXZ5qNVs,#acting#fypシ#viral #pov #humor #comedia#drole,Natalie DQ520,UCIh7870x-SSKyxBr_gGQjGQ,,PT59S,en-US,544482,23849,2026-01-13T18:09:00Z
Comedy,23,Q6Ntbtrx_7w,MACRON FOU INTERNÉ EN HÔPITAL PSYCHIATRIQUE 😂🚑 #macron #hôpital #fou #2027 #humour #drole #rage,larefvlog,UCN_Y3HrfqBq04TI_sW_UoPw,"Macron à la phobie du numéro 2027, il est devenu complètement fou",PT14S,fr,94432,5398,2026-01-20T06:00:23Z
Comedy,23,ruDwGPGAH3U,(repost) Comment réussir sa vie :,Bordy,UC4JwfFOPB3QRnXThk0chk2A,(repost) faut faire tourner le système repost du 15-09-2024 vacances bientôt finies !,PT1M33S,fr,182665,21249,2026-01-18T17:03:31Z
Comedy,23,1bl57HD_auk,POV: Ta mère interdit la galette des rois (Partie 2),Adrian_cqrt,UCxLdrIpS6a-xpiKofcu2joQ,,PT59S,fr,226882,22923,2026-01-18T17:10:00Z
Comedy,23,i-bhULcgizw,En retard à 8h00 mskinne#shorts #youtubeshorts #shortsforyou #viralshorts#fyp,fnsbsfhg,UCwl63M3kZVP98ICd4PdVLQA,"⚠️Only for Entertainment purpose :- ✅    DISCLAIMER: This Channel does not promote any illegal product, content, or platform, doesn't encourage any kind of prohibited activities. All contents provided by this channel are meant for EDUCATIONAL purposes only      Disclaimer: This Channel Does Not Promote Any illegal content, all contents provided by This Channel is meant for EDUCATIONAL and News Update purpose only. The content is based on individual research.      Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.  am not the real owner of all the videos shown on our channel and all the credits go to the respectful owner.      In case of copyright issues, please contact us for Credits or Removal.",PT1M25S,fr,866716,27087,2026-01-13T02:09:57Z
Comedy,23,C36I8qUyeSg,"MDR, la fin 💀💀 #humour #chocolatchaud #24heures #challenge #humoristefrancais #funny #comedy ￼",CodFamilya _,UCUwluPSnFtB0Jfxg0GXaKyA,,PT18S,fr,231440,13132,2026-01-18T09:00:12Z
Comedy,23,XotHN4KQdpI,This Prisoners Scene Went Too Far 🔨,Yautja Vision,UCg6M2-P01pnmEjtWwtoOlHg,"One of the most intense moments in Prisoners comes from the bathroom interrogation scene, where Hugh Jackman’s character completely loses control. To make the scene feel as real as possible, director Denis Villeneuve encouraged Jackman to push past comfort and explore the character’s desperation. The goal wasn’t just to show anger, but the terrifying mindset of a parent who believes he has nothing left to lose.  The scene was filmed over many hours, which added to the emotional exhaustion on set. At one point, Jackman improvised smashing the sink with a hammer, an action that wasn’t fully planned in the script. Because Paul Dano didn’t know exactly when or how far Jackman would go, his shocked and fearful reactions are genuine, not carefully performed beats.  That unpredictability is what gives the scene its raw power. You can feel the tension not only between the characters, but in the space itself. The violence feels messy, uncomfortable, and uncontrolled, which matches the moral collapse of Jackman’s character in that moment.  What makes the scene memorable isn’t just its brutality, but how grounded it feels. There’s no dramatic music cue or flashy editing to soften the impact. It’s a slow, suffocating confrontation where the audience is forced to sit with the consequences of desperation, making it one of the most disturbing and effective scenes in modern thrillers.  #Shorts #Movie #Movies",PT20S,en,5343385,389278,2026-01-16T13:41:15Z
Comedy,23,5FYpdBVK83Y,Cette MOTO pourrait bien EXPLOSER 😂💥 #humour #fyp #viral #pourtoi #drôle,Sarge Rediffusions,UCkPkpni62zdfSRy3mhlfReg,"Dans cette courte caméra cachée hilarante de l'humoriste française Jean-Yves Lafesse, un homme inconnu, alors à l'arrêt sur sa moto, va être approché par Lafesse qui lui posera la question de à combien sa moto pète. Une fois la question répondue, Lafesse va prendre ses distances avec le véhicule comme si la moto allait réellement exploser.  #shorts #shortsyoutube #blague #caméracachée",PT15S,fr,109601,2174,2026-01-18T15:00:10Z
Comedy,23,vEuHwGwH9gk,"""Elle tente d’enlever un enfant… la vérité choque la police""",FILM.fr2,UCMu2V0MiaFrSJLZL1uo16Sg,"Une femme affirme que l’enfant qu’elle voit est son fils, un bébé qu’elle croyait mort depuis des années.  Mais quand la police décide d’ouvrir la tombe, la vérité dépasse tout ce qu’ils imaginaient.  Une histoire bouleversante sur le deuil, le déni… et une révélation choquante.",PT1M51S,fr,703984,41020,2026-01-14T18:35:53Z
Comedy,23,jXkhv8CQZo8,It’s cute when teachers interact with students 🤣🤣🤣#funny #funnyvideos #schoollife #teacher #fyp,Hường   2,UCm5btVvu74dwHwWV5b6HW9A,,PT58S,en,23419151,777174,2026-01-08T11:59:34Z
Comedy,23,f64CRc8-95U,"PTDR l’excursion au placard…l’abus d’alc*ol est dangereux pour la santé, à consommer avec modération",Clément Massol,UCgLeUOmOgw7PxV8yB5SiAKA,,PT1M3S,fr-FR,128645,8642,2026-01-19T17:01:11Z
Comedy,23,elYW8zaMy8A,Christophe Lambert est-il myope ? #Shorts #INA #Ardisson #Arditube,INA Arditube,UCNBD4uZG6nWH2MMdgGESisw,"👉 Un Christophe Lambert comme vous ne l’avez jamais vu : sincère, drôle et sans langue de bois.  Abonnez-vous @InaArditube 🔔 Activez les notifications 🔔  Tout le monde en parle | France 2 | 11/10/2003       Abonnez-vous aussi à : @Inasociete @InaOfficiel @Inahumour @InaArditube @INAMireilleDumas @Inaculte @Inahistoire @Inapolitique @Inareportages  ****** info sur les commentaires ****** Sur les chaînes YouTube, vous êtes libre de donner votre opinion, fût-elle critique. Pour assurer la qualité du débat, nous vous demandons toutefois de toujours rester calme, poli et respectueux des autres commentateurs. Le prosélytisme, les propos grossiers, agressifs, irrévérencieux envers une personne ou un groupe de personnes sont proscrits. Tout commentaire insultant ou diffamant sera supprimé. Nous nous réservons le droit de bannir tout utilisateur qui ne respecterait pas les règles de la communauté. *******************************************************************  Images d'archive INA  Institut National de l'Audiovisuel  http://www.ina.fr  #INA #Arditube #Ardisson",PT20S,fr,85348,988,2026-01-19T16:05:41Z
Comedy,23,b8FoAjzIv6Q,Dr House peut-il détecter si cette fille ment ?#shorts #viral #trending #shortvideo,Magmaron Moive,UCzT-sG3n1VFJwJgNrS2eAiQ,,PT57S,fr-FR,126848,7605,2026-01-19T08:33:40Z
Comedy,23,a7HbI8T5RhQ,Désolé les Théophile #pourtoi #humour,enzolefrere,UCjFNWT9ehGtXMc4J7rhBrpA,,PT1M13S,fr,256370,18605,2026-01-17T01:08:36Z
Comedy,23,JtV8PdRXACw,Elle était pas prête  🤣😅 #family #humour #fun,familleenxl,UCJsxCFwSEejhVQH644dTvTQ,,PT1M18S,fr,323699,20569,2026-01-16T16:45:01Z
Comedy,23,hm05eYaGoO0,Don't Sit In The Wrong Chair!,Topper Guild,UCPuEAY09CtdTzFNWuqVZgDw,,PT59S,en,69542003,2137950,2026-01-09T17:40:15Z
Comedy,23,16A76WY5H2g,Vous avez la ref ? 😂 #ONDAR #Artus #MichelGalabru #sketch,On n'demande qu'à en rire,UCIkYvjt9MFLY0gmYlpt-Z2w,Retrouvez-nous sur https://facebook.com/ondarofficiel,PT35S,fr,788292,17028,2026-01-11T09:00:05Z
Comedy,23,psUH35qooGY,"Je teste le kaki à la Russe, j’suis pas serein 😅😂 #test #food #degustation #challenge",Resfeezy,UCQ9XKJw4IpmhMv4sg8izL9g,,PT1M32S,fr,373297,20292,2026-01-17T11:49:37Z
Comedy,23,I9TBoWAib8E,Qu'est-ce que tu penses?🥺#YoutubeFrance #InstaGoo #Humour #Comedie #Paris #shorts #Newvideo #Viral,ChronoGambit,UChSATtQGCPPqCqqHYhzeuPQ,,PT58S,en-US,728331,21137,2026-01-12T17:08:00Z
Comedy,23,SR9TedV3etU,POV : Cet élève qu'a eu la fève à la cantine et qui prend son rôle de roi trop au sérieux #pourtoi,Shayvise,UCz7ShQpuDi_cb7UznKVW2lA,"Une collègue a vraiment vécu une situation similaire oú un élève est venu toquer avec sa couronne 🤣🤣 (évidemment, c’est de l’humour et cette situation n’est pas à reproduire) #humour #pourtoi #foryou",PT1M5S,fr,222186,21964,2026-01-19T18:00:00Z
Comedy,23,CGzVZ46p8E4,Elles doivent compléter les Expressions Françaises 🇫🇷😂,simbaqs,UCdVvFbtXyArFrzS94DVruEQ,,PT1M4S,fr,1102092,36677,2026-01-10T09:00:14Z
Comedy,23,wpkxsualPak,"Academy Awards 2001, Ben Stiller turned a deliberate stage malfunction into an iconic live-TV moment",Teardrop Cinema,UC9abyS2n080r1ojueClCPgQ,"While presenting Best Makeup, a platform was meant to lift him fully onstage — but it stopped at chest height, leaving him awkwardly trapped. Instead of rushing or breaking the illusion, Stiller leaned into it, delivering his lines deadpan while physically embodying the idea that makeup is only meant to be seen from the neck up. The timing, restraint, and total commitment sold it as effortless comedy, and many viewers assumed it was an unscripted failure. It’s still remembered as one of the smartest examples of using a “malfunction” — real or staged — to elevate a joke rather than distract from it.",PT54S,en-US,10169785,560763,2026-01-13T19:08:48Z
Comedy,23,JNNpDMxKxjE,Il a pas compris ce qu’il lui ai arrivé 😂,Oce_yann,UCXvftANIXoTsY6xiCXZBLmw,,PT1M1S,fr,113257,3690,2026-01-19T17:32:57Z
Comedy,23,V0Jm7gRZoqQ,Eminem KNOWS Rhymes for The Word Orange,Find My Positivity,UCAUxeQ5cT2Hg94fuavbG6WQ,"Eminem KNOWS rhymes for the word orange 🍊 do you ?   Tired of polished motivation and empty quotes?Bored of noise that says nothing?  This page is about real moments.Iconic people. Hollywood chaos.Smart minds saying dumb things. Funny truths. Real freedom energy.  If that speaks to you, 🔔@findmypositivity. And if you want to go deeper, I write one honest letter every week.It’s for people who think, feel, and actually pay attention.  Comment “LETTER” or hit the bio to subscribe.Perspective changes everything.  #findmypositivity #positivevibes #eminem",PT43S,en-US,3326021,165930,2026-01-19T08:03:44Z
Comedy,23,1poe_wG0rQM,Maria … Serial trompeuse  #famille  #couple #standup #humoristefrancais,Nino Arial,UC_3PmpXhpgfBXuFHWaTrTfA,"Peut on avouer publiquement d’avoir trompé comme ça ?   C’est le retour de Maria, la sexagénaire libérée qui ose tout dire et tout faire.   Et cette fois ci elle nous avoue avec beaucoup d’humour qu’elle a beaucoup trompé ses conjoints au cours de sa vie.   Vous me connaissez, je ne suis pas du genre à juger alors je m’en amuse, après tout, chacun sa vie.   Encore un moment plein de bienveillance et d’humour. Les blagues avant tout.   #humour #standup #humoriste #impro #spectacle  🎟️ En spectacle dans toute la France 🎟️ https://nino-arial.fr",PT1M45S,fr,269217,11252,2026-01-15T20:00:03Z
Comedy,23,sLpVAe8nncQ,Il m’étonnera toujours 🤣🤣 #humour #drole #rire,Mirsou,UCyBuwm6oedLlJ0UiNHMCn0g,,PT16S,fr,714676,12716,2026-01-13T20:37:21Z
Comedy,23,X6qCgudWELw,Florence Foresti   Anne Sophie de La Coquillette calme les ardeurs   On a tout essayé #shorts,On a tout essayé,UCwCjWcHWBH4o-ZcSKz5u6Hw,On a tout essayé,PT57S,fr,102384,2815,2026-01-18T23:00:43Z
Comedy,23,9S6hEaM_YeA,🎬 Animal Control (S2E3) — “Service Dog… Really?”｜Beach Patrol Mix-Up 🐕😬🌊#shorts,PulseFrameEdits,UC0rWEbzgY-WlVF6r4QZCgVg,"Patel and Templeton patrol the beach. 🚓🌊  A woman walks by with her dog, calm and confident. She says the dog is a medical service dog. 🐕‍🦺  Templeton asks for proof.  She left it at home. 😐 Decision made.  The dog goes back to the station. 🏢🐾 Then everything flips. 😳  Someone suddenly collapses.  Before anyone reacts—  the dog springs into action. ⚡ Water.  A blanket.  Perfect instincts. 🥤🧣 No commands needed.  No hesitation.  Clearly trained. Clearly smart. 🧠✨ Patel and Templeton exchange a look.  Awkward.  They might’ve gotten this one wrong. 😬😂  This video is a non-commercial fan edit created for educational, commentary, and cinematic appreciation purposes under Fair Use (17 U.S.C. §107). All rights and materials remain the property of their respective owners. If any copyright concerns arise, please contact me for prompt review or removal.",PT53S,en-US,15127122,586451,2026-01-14T16:04:00Z
Comedy,23,H6i-GHxBl4w,🔴 Situation n°040 🔴,Le Mec,UC5erPCDvZuXOq_CpCPl2K5Q,🔴 Situation n°040🔴  🎥 Crédit :   #motivation #citationdujour #mindset #focus #sigma #netflixfr  #film  #action  #movie  #actress  #story,PT1M,fr,1510314,100778,2026-01-08T22:27:54Z
