category_name,category_id,video_id,title,channel_title,channel_id,description,duration,language,views,likes,published_at
Film & Animation,1,oMP2TEF1_lw,« Met la main dedans »😂,SUPERFLU,UCCmGQTHtgEMlZda1hUi7uuQ,"⚠️ Avis aux ayants droit ©️ Si vous êtes le titulaire des droits d’un contenu apparaissant dans cette vidéo et que vous estimez qu’il est utilisé de manière inappropriée, veuillez me contacter à l’adresse suivante : contact.velvetagency@gmail.com. Sur simple demande et sans débat, je m’engage à retirer immédiatement le contenu concerné.  📌 Crédits et sources Lorsque le ou les auteurs sont identifiés, les crédits sont mentionnés dans la description, le titre ou dans la vidéo elle-même. Aucun contenu n’est revendiqué comme étant original sauf mention contraire.  ⚖️ Utilisation équitable (Fair Use) Certaines vidéos de cette chaîne peuvent inclure des extraits d’œuvres protégées à des fins de commentaire, d’analyse, de critique ou d'information. Cela entre, autant que possible, dans le cadre du fair use ou des exceptions légales prévues par la législation applicable. Aucun usage n’a pour but de nuire à l’auteur original.  🚫 Clause de non-affiliation et de non-commercialisation Cette chaîne n’est pas monétisée. Aucun revenu n’est tiré de l’exploitation des contenus. Cette chaîne n’est affiliée à aucun ayant droit ni entreprise citée.  #humour #drole #blague #mdr  #rire  #frenchhumour #sketch  #humoristique  #videodrole #mourirderire #suprfl #memes #snapdrole #snapfr #humourmemes #tiktokfr #tiktokfrance   humour français, video drole, blague marrante, sketch comique, comédie française, rire garanti, humour 2025, meilleure video humour, moment marrant, youtubeur drole, humour absurde, parodie française, video humour 2025, stand up français, humour noir, superflu, superfl, suprfl",PT30S,fr-FR,788707,25743,2026-01-14T20:00:49Z
Film & Animation,1,TU8xsOh1UCQ,Ta tête ne va pas avec ton corps 😂 | Brice de Nice #film #cinema #comedie #humour #fr #brice #r,Top100comedy,UC7SqPCTzZSo2CkCMgPmeyaA,,PT45S,fr,542473,16454,2026-01-15T17:00:49Z
Film & Animation,1,ZBhrynGSW3g,POV : TU FAIS LA STAR ACADEMY AVEC TON PÈRE 🤦🏼‍♂️ #humour #sketch #sœur #drole #papa #chant #star,Casey & Tess (et Papa),UCOTFyq9dWeQdaRleHeiJHDw,,PT1M27S,fr,668251,39453,2026-01-19T16:16:03Z
Film & Animation,1,-KJKVhpYeK4,"On the first day of class, the teacher was pranked by the students. #movie #film #edit",Panda Movie,UCkLL0egG8RV3Y596adMcGPg,"Music Used:  NO BATIDÃO (slowed)  Movies or Series Used:  Happy Ghost II (1985)  Editing Software Used: After Effects 2025  © Copyright  All the videos, songs, images, and graphics used in this video belong to their respective owners, and I or this channel do not claim any rights over them.  Copyright Disclaimer: Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statutes that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use.  Thanks A Lot For Watching!!!",PT54S,en,54699630,1995715,2026-01-15T01:56:29Z
Film & Animation,1,f61fIzbGTT0,#Comédie #Drôle #Rires #Merci #Humour #Amusement #fyp #fy,Gyiiodihoj4891,UCLRMFN5jXW0P5K6lcY_SQbg,,PT37S,en-US,430363,20564,2026-01-16T09:16:09Z
Film & Animation,1,3bNnhyXxmXY,Un jeu dangereux 🤣Audio: @thestanlley1 #humour #drole #sketch #cartoon #animation,Charly,UC20yJtI3AmNZq_3SzjkNwMg,,PT1M2S,fr,256361,20589,2026-01-19T11:10:00Z
Film & Animation,1,-bArFs-vnLA,#acting#fypシ#viral #pov #humor #comedia#coupleprank #drole #amour,EclipseStarZZ,UCgZBihc78J8fQ2ZB9FLjTtw,,PT43S,en-US,244697,18046,2026-01-17T16:37:00Z
Film & Animation,1,iyIrvKxBBY4,LES DESSINS ANIMÉS POUR ENFANTS BANNIS DANS LES DIFFÉRENTS PAYS 😳👀,Lil McQueen,UCiWsKciZy6GJhON0ICrmjPg,,PT1M5S,fr,406948,18460,2026-01-20T16:01:07Z
Film & Animation,1,BMNzPDNbKSY,😱 CE TCHADIEN OUBLIE SON ARME…,RoyMilitary,UC3KzBCd_wDl3cV66F14mC9Q,"Durant une formation de l’armée française pour des tchadiens, un soldat a oublié son arme 😱👀 #shorts #viral #funny #armeedeterre",PT55S,fr,425677,22983,2026-01-17T18:51:10Z
Film & Animation,1,p9zwChqBid4,Bart et Lisa ont appris d’Homer 😅#simpsons #shorts #thesimpsons,Club des Simpson ,UCXqxbAHTSvfZ6VnWrI9YDNA,Bart et Lisa ont appris d’Homer 😅#simpsons #shorts #thesimpsos,PT58S,fr,462231,25287,2026-01-16T16:35:58Z
Film & Animation,1,C2oO26dA5sI,Pourquoi ne faut-il pas utiliser de coton-tige ? ￼,SANTANIM,UCUnxFLWZs80dePzlVOzuw7g,,PT44S,fr,427489,21275,2026-01-16T17:30:43Z
Film & Animation,1,m9uU3a6jnuQ,C’est la première fois tu viens au bled ..🤣,lapatte,UC76lcT31R2-5ovyswEssqwg,,PT1M3S,fr,559588,18662,2026-01-17T17:42:10Z
Film & Animation,1,LFqi4DQJeN4,Quand Elle a Lu Ton Journal,Hartin Pring,UCjAJCiifx6YSsmvqxNSAPSg,,PT59S,fr,292945,15347,2026-01-19T04:46:37Z
Film & Animation,1,k3zjfzvDVJM,Gueuuuuu 😂,Thomas Angelvy,UChsktaroVG6yI1cFOx4Hzzw,,PT2M17S,fr,221512,15100,2026-01-19T17:09:56Z
Film & Animation,1,NDDoVAygSGo,Quand les Notes Deviennent Ridicules 😅#shorts,Cinémotions,UCRN2QZoznm94_lNHcvGcd7w,,PT31S,fr,194150,6348,2026-01-18T20:15:00Z
Film & Animation,1,25eF8bbPDAk,SHREK c’était VRAIMENT un film de DÉTRAQUÉ,4Iroh,UCEYm--0SIxDh4d9RD1f_l2A,,PT1M10S,fr,420405,48721,2026-01-17T18:38:43Z
Film & Animation,1,a2gd_7JMp0E,c'est fait pour ça les amies,Netflix France,UCroNr00O68n25IqSNapMK8w,"La série 2 BROKE GIRLS, c'est dispo.  Regarder sur Netflix : https://www.netflix.com  Abonne-toi à la chaîne YouTube de Netflix France ! : http://bit.ly/NetflixFr_Abonner  SUIVEZ-NOUS SUR NOS AUTRES RÉSEAUX SOCIAUX :  Facebook : https://bit.ly/2HcfVaJ X/Twitter : https://bit.ly/385OYRx Instagram : https://bit.ly/31tanlo TikTok : https://www.tiktok.com/@netflixfr  TUDUM !  Retrouvez sur cette chaîne les bandes-annonces de vos séries et films Netflix préférés (sous-titrés et/ou doublés en français parce qu’ici on est en France messieurs, dames et en France (attention info exclusive) ON PARLE FRANÇAIS), mais aussi des récapitulatifs (entre nous, on a tous une mémoire un peu courte, soyons honnêtes), des vidéos exclusives avec vos acteurs et actrices favoris mais pas que ! Il y aura toujours quelque chose de nouveau à découvrir sur cette chaine alors pour ne rien manquer, abonnez-vous !  Site : https://netflix.com/fr/  https://www.youtube.com/@NetflixFrance",PT1M28S,en-US,545846,35023,2026-01-17T12:00:00Z
Film & Animation,1,rz2QduAFk3Y,Burns est très malade #movie #simpsons #foryou #short,Humberto Wz,UCsacti8fJF5Twx_NcIrXKtw,,PT1M11S,fr,471795,31380,2026-01-16T08:43:51Z
Film & Animation,1,6lMaw4fdCHI,D’accord donc maintenant ça nous envoie de la m****,Mcfly et Carlito,UCDPK_MTu3uTUFJXRVcTJcEw,"-10% de réduction supplémentaire avec le code MCFLYETCARLITO sur tous les produits en promotion jusqu’au 3 février 2026 : http://emma.fr/?utm_source=youtube&utm_medium=influencer&utm_campaign=McFlyetCarlito&utm_code=MCFLYETCARLITO ! - Collaboration commerciale  LE meilleur running gag de notre chaîne franchement ! Encore merci pour votre soutien sans faille et vos superbes colis, on a encore eu de belles (euphémismes peut-être) choses grâce à vous. MERCI !  Votre avis sur la doudoune de Mcfly ?   Merci à la team du super atelier : https://www.instagram.com/lesuperatelier/?hl=fr  Merci à Ilona l'abonnée du jour  Lettre à un adolescent :  Oui, C’est révoltant de ressentir autant de sentiments quand on est adolescent. On passe des rires aux larmes, de l’émerveillement au désespoir. Les émotions se mettent à surgir, nombreuses, trop nombreuses… Juste trop. Que sa s’arrête. La tête se remplit d’engrenages qui augmentent leur vitesse de rotation à chaque minute, chaque seconde. Ça peut partir d’un rien, une simple pensée. C’est alors que le mécanisme se met à tourner. Doucement d’abord puis une pensée en entraînant une autre… Les pensées s’assombrissent et on sombre dans un nuage d’engrenages sans fin. C’est alors que la pression augmente. On le sent. A un moment, ça va éclater. Parfois, oui, ça éclate. Mais d’autres, non. On les fait fonctionner différemment pour essayer de voir les choses sous un nouvel angle. Inverser le sens des engrenages, rediriger les pensées vers d’autres horizons, passer de l’autre côté de la ligne. Il arrivera des fois où il sera difficile de le faire, mais il faut au moins essayer pour ne pas sombrer. Je ne dis pas qu’il ne faut pas creuser mais qu’il ne faut pas tomber. Peut être privilégié un temps dégagé sans trop de nuages à l’horizon pour commencer le chantier. Éviter de le faire sous la pluie ou l’on pourrait glisser et sombrer dans le trou que nous étions censés explorer. Réfléchissons. Un peu. Peut-être que le “Ils sont en pleine crise d’adolescence c’est épuisant !” n’est plus vraiment la phrase adéquate aux circonstances. Ajoutons à cela les cours, la pression des parents, de la société, des professeurs. Nous voyons bien qu’il n’est pas question de crise ou d’une simple fureur. Mais de véritables mesures sont à mettre en vigueur. Lesquelles d’ailleurs ? Que faisons-nous pour aider ses adolescents à survivre dans ce système indécent ? Dans certains lycées, des psychologues sont à disposition des élèves. Des infirmières aussi. Des professeurs sont parfois parfaits dans le rôle d’une oreille attentive. Alors pour ces êtres en détresse, un conseil, Sortez dehors. On peut maintenant ressentir le blues hivernale quitter notre corps Laissant le soleil envelopper la terre de ses reflets d’or, Les jours rallongent, le ciel se fait plus dégagé Regarder le coucher du soleil avec de la musique dans les oreilles N’est qu’un moment de détente avant la tempête de la vie et de ses attentes. Les avions avancent dans le Ciel, comme au ralenti, nous rappelant qu’au final le monde est petit. Bercé par le vent, les derniers chants des oiseaux, le bruit du ruisseau. Levant la tête pour regarder le ciel. Le rose se mélange si bien avec ce bleu et ses nuances de violet. L’herbe, à elle, a presque pris une teinte dorée. Ces couleurs, tant adorées, rappellent la détente et la sérénité. Le plus bel Eldorado du monde entier. Alors oui, c’est révoltant de ressentir autant de sentiments. Mais parfois ressentir n’est pas une mauvaise chose. Le plus dur est certainement de faire une pause pour enfin pouvoir admirer la chose.   Chef OPV - Florent Sabatier OPV - Max Gozy et Mathis Chicault Chef OPS - Martin Bonami Maquillage - Karmen Sefer  Montage - Florian Hautekiet Assistant montage - Jérôme Fillette  Miniature - Oncle Sid  Productrice exécutive - Clara Lesage  Directrice de production - Blanche Martin Chargée de production - Léna Weiss Stagiaire de production - Jeanne De Pennart Administratrice de production - Sterenn Hall  Unfold Production  Agent Mcfly et Carlito - Camille Blondeau               Assistante Fatbros 2.0 - Chloé Wolf  Remerciements : Emma Sleep  bump.  Rejoignez notre discord officiel : https://discord.gg/mcflyetcarlito  INSTAGRAM ★ https://www.instagram.com/rafcarlito ★ https://www.instagram.com/levraimcfly ★ https://www.instagram.com/mcflyetcarlitouniverse  TIKTOK https://www.tiktok.com/@mcflyetcarlito?lang=fr https://www.tiktok.com/@davidtiktokmusic?lang=fr  TWITCH  https://twitch.tv/rafcarlito    ** Règles de l’espace commentaires : - Écrire dans un français correct (surtout pour Carlito ça) - Écrivez de façon respectueuse  - Pas de pubs, de spams du genre « me manque un abonné pour devenir stylé » ou encore « 3500 vues sans passer par Youvues, bravo ! »",PT58M30S,fr,2083630,93560,2026-01-13T16:30:18Z
Film & Animation,1,w4-CFjNP1Rg,QUI VEUT Y PARTICIPER ? 😂😅,Matthis et Alisée 🌱,UCtc8nVJJyNzljO-OGGGcQ6g,🔔 Abonne-toi à la chaine pour ne rien louper 🔔  Où nous suivre :  Instagram : http://instagram.com/lesmauvaisesherbesoff TikTok : @lesmauvaisesherbes  Contact : ✉️ matthisetalisee@gmail.com,PT1M1S,fr,506219,51965,2026-01-15T17:01:39Z
Film & Animation,1,dGY2r-S0z34,Il a sauvé ce bébé… sans savoir que ça allait tout changer,FILM.fr2,UCMu2V0MiaFrSJLZL1uo16Sg,"Un bébé s’étouffe. Les secondes sont comptées.  Grâce à l’intervention rapide d’un médecin, l’enfant est sauvé. Mais au lieu du soulagement attendu, une émotion inattendue envahit le médecin.  Car derrière ce sauvetage se cache une blessure profonde… un passé qu’il n’a jamais réussi à oublier.  Une histoire bouleversante sur la culpabilité, la perte et l’espoir de retrouver enfin la paix.",PT1M30S,fr,432423,34254,2026-01-18T23:40:58Z
Film & Animation,1,_7q1Sf1D2wM,DIS LES MOTS EN RYTHME (ma mère me prank) #humour #prank,Arno Padawan,UCk9cPnPGGIcr_iciy1E5NhQ,ma mère me prank,PT34S,fr,788358,24753,2026-01-14T10:15:05Z
Film & Animation,1,HaK5loCoivU,🏆Meilleurs film/série (extrait n°570)🏆,PrincipeVF,UCQxzhZcxVVidGQf0sJxp33Q,🏆Cet agent de sécurité lui apprend le respect !🏆  🎥 : The Expandables 4  #citationdujour #film #agent #sécurité #respect #mindset #education #action,PT48S,fr,150481,10232,2026-01-19T17:00:28Z
Film & Animation,1,_prQeu-TNTg,Ce chasseur venge les animaux. #courtmétrage #film #netflixfr #movie #acteur #histoire #actrice,RECAP TRILLIONNAIRE,UCHcYGZbobYjGiXTUOao1QXQ,"Avis de droit d'auteur :  Tout le contenu de mes vidéos était utilisé uniquement pour communiquer un message au public. Au meilleur de ma connaissance, cela relève de l'usage loyal dans la section critiques et commentaires. Je n’ai pas l’intention de violer les droits de qui que ce soit.   Cher abonné,   Je mets tout mon cœur et mon dévouement dans la création des meilleurs résumés de films pour vous. Vos contributions sont précieuses et je vous remercie du fond du cœur pour votre support. C'est un honneur pour moi de participer à votre bonheur cinématographique.   Avec gratitude,  [António Soares] Recap Trillionnaire   #Action #Aventure #Comédie #Drame #Suspense #Sciencefiction #Horreur #Romance #Fantastique #Animation #Thriller #Documentaire #Mystère #Superhéros #Historique #Guerre #Biographie #Crime #Adaptation #CourtMétrage #Culte #Indépendant #film #cinéma #séries #TV #cinéphiles #DVD #filmsNetflix #NetflixFrance #art #amoureuxdefilms #filmsetséries #acteur #instafilmes #cinéaste #bluray #Hollywood #risques #Disney #filmdeconseil #photographiedefilm #cinémaàlamaison #Oscar #actrice #instamovie.   abonnez-vous à la chaîne ✨",PT1M40S,fr,397941,23974,2026-01-19T10:11:50Z
Film & Animation,1,CCLAW3bQwUU,Zootopia MAKEUP Trend 💄🐰 Made with Kling 2.6 🎬 #zootopia2 #klingai #kling26 #KlingMotionControl,Fairy Log,UCG6DV2XwHofa4uYDcgIRELw,"🐰💄 Judy Hopps Makeup Trend 💖  Judy Hopps jumps into the latest makeup trend, and of course, she does it her own way 😎🐰 Cool, confident, and curious, she starts by mixing red on her right hand ❤️ and white on her left hand 🤍.  She brings them together… The perfect pink is born 🎀  Suddenly everything changes 🌸 Her vibe? Pink. Her makeup? Pink. Her outfit? FULL pink glow-up 👗  From bunny cop to trend icon, Judy proves she can serve looks and creativity at the same time 🐰  Pink mode: activated 💖 Trend: mastered ✨  Would you try this makeup trend? 👇💄  #Zootopia #Zootopia2 #JudyHopps #funny #shorts #pink #pinku #makeup #colormixing   ✨ This is a fan-made parody video created with the help of AI tools. Not affiliated with Disney.",PT11S,en,22909887,371149,2026-01-17T14:24:47Z
Film & Animation,1,erpaIaHeWBM,🐧 abonne-toi ! #nature #animaux #nasteekh,Nasteekh_,UC3fEJq6oNMwPWT0N3fbv5wA,"Original video : Claws (go subscribe !)  If you are the owner of this video, please contact me at masteekh.pro@gmail.com, and I will remove the video  This video follows the fair use guidelines imposed by my country (France) and any false copyright strike will be contested in the French court system.  Remarque : cette vidéo est réalisée à des fins éducatives uniquement, tout le monde est en sécurité.  Remarque : cette vidéo a été réalisée par un professionnel ; NE TENTEZ PAS DE LA REPRODUIRE.  Remarque : tout le monde est en sécurité.  Remarque : tout cela a été mis en scène.  🎬 Visuels : ©Propriétaire de la vidéo  🎙️ Narration, scénario : @insteekh  Remarque :  Si vous avez des questions concernant cette vidéo, qu'il s'agisse d'un problème de droits d'auteur ou d'une demande de suppression, n'hésitez pas à nous contacter à l'adresse  ((( )))  ⚖️ Clause de responsabilité légale  En vertu de l'article 107 de la loi de 1976 sur le droit d'auteur, l'« usage loyal » est autorisé à des fins telles que le commentaire, la critique, le reportage d'actualité, l'enseignement et la recherche. Cette disposition soutient l'utilisation à des fins éducatives, informatives et non commerciales",PT35S,fr-FR,301504,16862,2026-01-18T15:01:09Z
Film & Animation,1,KLH5OUmHukc,#jarry #lol #mdr #humour #blague  #comedyshorts #comedyshot #spectacle #tendance #top #show #drôle,GG La partie,UCjtiEsyfhcRb0-LPDBoBW8Q,,PT1M1S,fr,253124,5192,2026-01-17T10:51:26Z
Film & Animation,1,IH8kOjLsCtM,On pleure de rire devant ce redoublage de Cartman 😂 #onregardequoi #streamvf #doublage #vf,Donald Reignoux,UCMFKEOvaM2Dy0caLLSwD-6g,,PT56S,fr,210649,12910,2026-01-18T08:25:01Z
Film & Animation,1,FSG_fKkf1_0,Elle CHERCHAIT à l’ENVÔUTER 😮 | My Status as an Assassin | #anime #animeedit #shorts,Animes Harmony ,UCV2A2UtKxUcmce_DwhP2C5g,"Anime : My Status as an Assassin Obviously Exceeds the Hero's  Akira Oda, un lycéen ordinaire, est soudainement transporté dans un autre monde avec toute sa classe. Là, le royaume local leur confère des rôles héroïques pour combattre le Roi-Démon. Cependant, contrairement aux autres élèves qui obtiennent des classes prestigieuses comme Héros, Mage ou Paladin, Akira reçoit une classe inattendue : Assassin.  590",PT35S,fr,142705,14905,2026-01-20T16:00:30Z
