video_id,title,description,channel,published_at,duration,views,likes,comments,channel_id,category_id,language
a_-Ui3TxZMI,Transformation physique de ZAC EFRON : il devient COMME ÇA en mangeant ÇA ?!,"🔥 CHOPE MON NOUVEAU LIVRE Muscu : Actions et Vérités 🔥
En rupture de stock partout sauf ici :
https://tidd.ly/3HRC0ez

🎁 -10% sur ta première commande Nutripure avec mon code DAVAI 🎁
https://www.nutripure.fr/fr/?s=DAVAI

Aujourd'hui mes soldats, on analyse ensemble le régime de Zac Efron, qui lui permet manifestement d'afficher ce physique incroyable.
On va voir ça ensemble 👀

📽Montage : @heyblandine
📸 Instagram : antoine_fombonne",ANTOINE FOMBONNE,2023-03-06T17:00:01Z,PT14M53S,55736,2327,98,UCaJhX_0JnbD5qKP1tUfaj1A,22,fr
S81pPdaTgbk,1000 ABDOS par Jour pendant 30 JOURS (résultat) #1000abdos #30jours #abdos #transformation,"vidéo complète ""j'ai fait 1000 abdos par jour pendant 30 jours (meilleure idée de ma vie)""

#1000abdos #30jours #abdos #transformation #thomasrainieri",Thomas Rainieri,2023-12-27T17:20:46Z,PT59S,4645082,183582,391,UC9M87B7Pnw-BFTLtYvcWIYw,17,fr
9lzgEjBB168,Ranking Weight Loss Transformations #weightloss #ranking #transformation,,Chillyz,2025-07-09T11:02:27Z,PT52S,4753246,268358,893,UCww1GACEIx9TMMTih2kpO4A,25,en
kG4Ywn7o6sk,120 Days Intermediate Bulk Up Plan | Intermediate Diet & Workout | Yatinder Singh,"Buy Koshaveda Shilajit Pro: https://shorturl.at/kLIw1

After giving beginner bulk up plan lot of people were asking what they should do after that. Once you cross beginner level you are at intermediate level and workout and diet needs to be changed.

Here is 120 Days Muscle Building/ Bulk Up Plan. It has intermediate diet & workout which once followed will surely give you best results.

Here are the cool down movements as mentioned in video:
GENERAL COOLING DOWN MOVEMENTS 
Front bends heel touch 2x 5seconds 
Straight legs seated toe touch 2x5 seconds 
Lying vertical legs widening 2x5 seconds 
Lying knee held body roll 2x5 seconds 
Dead hang 2x5 seconds 

UPPER BODY COOLING DOWN MOVEMENTS 
Overhead hands stretching 2x5 seconds 
Overhead bar gripped front stretching 2x5 seconds 
Overhead bar gripping back stretching 2x5 seconds 
Horizontal hands doorway stretching 2x5 seconds 
Shrug type bar hanging 2x5 seconds 
Dead lift type bend over back pulls 2x5 seconds 

LOWER BODY COOLING DOWN MOVEMENTS 
Vajrasana type kneeling-sitting on toes 2x5 seconds 
Side lunge type one leg kneeling 2x5 seconds 
Gripped ankle standing bent knee quad stretch 2x5 seconds 
Full length lunge type kneeling 2x5 seconds 
Butterfly type inner thighs stretch 2x5 seconds 
Seated wide legged toe touch 2x5 seconds 

Do watch the full video and don't forget to like the video and comment down your questions and queries. 

For more videos related to motivation, fitness, workout, muscles, nutrition, bodybuilding, etc., Do subscribe to our channels:

YouTube: https://www.youtube.com/c/YatinderSinghOfficial
Facebook: https://www.facebook.com/Yatindersinghofficial
Insta: https://www.instagram.com/yatindersingh_official


DISCLAIMER

The Content in this video is strictly for educational purposes and information purposes and is not intended to be an advice or recommendation of any kind whatsoever.Any one who wishes to use and apply these ideas in the video takes full responsibility for their actions.Viewers should do their due diligence on any information perceived from this video, to form their opinions and best own judgements. The materials contained in this video cannot replace or substitute for services of trained professionals in any field including but not limited to financial, medical, psychological or legal matters. The video is not warranted for content, accuracy or any other implied or explicit purposes. The author accepts no liability for any kind of content on this video, or responsibility for any direct, indirect , implied, punitive, special , incidental or other consequential damages arising directly or indirectly on account of any actions taken based on this information provided in this video as is and without warranties. This video is not intended to spread rumors or offend or hurt the sentiments of any religion, communities or individuals, or is to bring disrepute to any person (living or dead). Viewers discretion is advised as this video is meant to be a sacticial and humorous take on the author's experience or thoughts in general. Despite our best intentions there may be sections that get offended by this video. We sincerely apologize for any such hurt our video might have caused. This video is not for Sale.
The information, including but not limited to, text, graphics, images and other material contained in this video are for informational purposes only. No material in this video is intended to be a substitute for professional medical advice, diagnosis or treatment. Always seek the advice of your physician or other qualified healthcare provider with any questions you may have regarding a medical condition or treatment and before undertaking a new health care regimen, and never disregard professional medical advice or delay in seeking it because of something you have read on this website. Any Product recommended in the video is  for information purposes, the author does not take any responsibility of the product, its use, quality and suitability to any viewer.  The Author intends to spread information for educational purposes and does not guarantee any result from the use of the video content.",Yatinder Singh,2025-09-26T13:30:55Z,PT18M57S,236768,9352,673,UC12K7FCbzFG5BOMJrHn-sog,26,hi
cgpOtCIccok,"JE RÉAGIS À MA VIDÉO TRANSFORMATION PHYSIQUE // TCA, PERTE DE POIDS...(1 an après)","Hello 🫶 Aujourd'hui, on regarde ensemble la vidéo concernant ma transformation physique/perte de poids et on en discute!! Une vidéo à coeur ouvert pour vous raconter un peu plus mon histoire avec les troubles alimentaires, l'alimentation et la vision de mon corps..j'espère que ça vous plaira ❤️

#bodypositive #pertedepoids #transformation 

N'hésitez pas à vous abonner à ma chaîne et à activer la cloche pour ne rater aucune de mes prochaines vidéos. Merci encore de me soutenir 🙏 

🌱 Koro : -5% ""CLEMS5"" : https://www.koro-shop.fr/
🍓 Sync : -15% ""CLEMS15"" : https://syncprotein.com/collections/all
🥑 Mon blog de recettes : https://clemswelleating.com/
🍂 Mon EBOOK de recettes : https://clemswelleating.com/produit/15-recettes-healthy-rapides-conseils/

Rejoignez-moi : 
Instagram : https://www.instagram.com/clemswelleating/
TikTok : https://www.tiktok.com/@clemswelleating
------------------
Music by Naomi - Aurora - https://thmatc.co/?l=2E7F632D
Music by Naomi - Polaroids - https://thmatc.co/?l=2CFB49CC
Music by HOAX - Moon Moon Baby - https://thmatc.co/?l=0C948317",Clemswelleating,2022-11-13T09:35:44Z,PT25M35S,1116,66,20,UCN56-hlAVysb48nleJa-B9Q,22,fr
LP5gxgwQCtw,MA TRANSFORMATION PHYSIQUE EXTRÊME (sans aller à la salle),"Vidéo particulière où je vous parle de ma transformation physique mais pas que ... 

Y’en a eu du chemin.

C’est pas parfait mais ça me convient. Ne cherchez pas à ressembler à quelqu’un d’autre, soyez bien avec vous-même. Faites cette activité qui vous fait vous sentir mieux, qui, chaque jour vous donne l’impression d’être une personne que vous aimez plus que la veille.

Parce que le plus dur c’est de commencer, n’oubliez jamais qu’il vaut mieux être déçu que défaitiste, car au moins vous y croyez

Mes autres réseaux :
► Instagram : https://www.instagram.com/aleksytb
► Tiktok : https://www.tiktok.com/@aleks.ytb
► Twitter : https://twitter.com/AleksYtb
► Snapchat : r7aleex

BUSINESS INQUIRIES ONLY :
contact@aleksytb.fr

Crédits
Montage : Moi

ALEKS

0:00 Présentation

4:28 Comment j’en suis arrivé là ?

11:27 La prise de conscience 

16:51 La Transformation Physique

25:21 Mon matériel & entrainement

37:27 Le résultat de tout ça",ALEKS,2024-06-24T16:05:26Z,PT52M28S,146080,11098,522,UCgl_xdd0kH27vMIZnE-_17w,26,fr
0SEHzlPcWNw,"Le défi est concret, abonnez vous ! #defi #motivation #pushups #challenge #100k #sports #fypp","Le défi est concret, abonnez vous ! #defi #motivation #pushups #challenge #100k #sports #fypp

Objectif : 100 000 pompes d'ici 2027 ! 🚀
Chaque jour compte pour la transformation physique. Aujourd'hui, on continue le charbon.

👇 Abonne-toi pour suivre l'évolution de mon physique !

@TibolnShape @TibolnShapeEntrainement @EricFlag @NassimSahili

#pushups #100k #motivation #challenge #humour #musculation #pompes #transformationphysique #discipline #sport #fitnessfrance #calisthenics #shorts #youtubeshorts",clemfrus_100K,2026-01-21T11:13:09Z,PT21S,1091,10,0,UC9qe97zyzcm3l8WtCfiU8Sw,22,fr
GYda4b_oTXg,MOIS 3 pour avoir un boule qui chamboule 🍑 #gym #sport #transformation #fessier,,SailorJoyy,2025-04-16T17:47:26Z,PT57S,228935,7081,116,UCWd4EKWZmETc4Jfu0wU2rGA,22,fr
xlCBWlsKZXY,my 5am daily routine as a college student,"Want free weekly emails to level up your life? Go Here: https://thechangeletter.com/ 
-
If you're new to my channel my name is MJ Kimbrough. I'm an entrepreneur and creator on a mission to inspire you to live your best life. 

Since I was a kid, I've been obsessed with answering one question: 

How can we maximize life's potential? 

I believe the answer is in who we become, the habits we build and the lives we create.

This channel is dedicated to helping you find your own answers through content that expands your thinking.

It is my belief that no matter who you are, where you come from or what you look like, you can do amazing things...and I can't wait to help you build a life that you're proud to call yours.

Keep crushing it, keep working hard, keep staying the course.

Your story is one chapter away from breakthrough.

Your biggest fan, 
MJ Want to join my private mentorship program? Go Here: https://www.skool.com/experiment 

Want free weekly emails to level up your life? Go Here: https://thechangeletter.com/ 
-
If you're new to my channel my name is MJ Kimbrough. I'm an entrepreneur and creator on a mission to inspire you to live your best life. 

Since I was a kid, I've been obsessed with answering one question: 

How can we maximize life's potential? 

I believe the answer is in who we become, the habits we build and the lives we create.

This channel is dedicated to helping you find your own answers through content that expands your thinking.

It is my belief that no matter who you are, where you come from or what you look like, you can do amazing things...and I can't wait to help you build a life that you're proud to call yours.

Keep crushing it, keep working hard, keep staying the course.

Your story is one chapter away from breakthrough.

Your biggest fan, 
MJ",MJ Kimbrough,2024-11-09T20:05:29Z,PT10M45S,593111,18679,388,UCdTQEOUbwm-vq1N791p_CDA,24,en
ZkXZ2a3Ix9I,The Hardest Core Workout EVER!,,Demi Bagby,2025-04-11T19:20:22Z,PT14S,690850,9661,176,UCJXbWTkXCIvL2unItjB3G4Q,24,en
H2ClVj0_bqM,Ces 4 HABITUDES m'ont fait PERDRE 20 kgs !,"🧠 Ma formation "" DÉCLIC "" : https://www.lotfit.fr/formation-declic
📞 Passe en coaching 1:1 avec moi  : https://www.lotfit.fr/coaching-suivi-declic-pro
🍔 Ebook 6 recettes perte de poids (gratuit) : https://www.lotfit.fr/3cce858a

Dans cette vidéo, je partage les 4 habitudes pour perdre du gras et retrouver un physique musclé.

✅ Des changements simples mais efficaces
✅ Une approche durable pour perdre du poids
✅ Mes conseils pratiques et faciles à appliquer

SET UP SPORT
🚴‍♂️ Mon vélo : Scott speedster 50 2024
🏃‍♀️ Mon tapis de marche : https://amzn.to/4iAK972
⌚ Ma montre de sport : https://amzn.to/426cNG5

SET UP VIDÉO
🎥 Mon caméra : https://amzn.to/4hNzZik
🎤 Mon micro : https://amzn.to/4j6Ron4

👉 Abonne-toi et active la 🔔 pour suivre mon parcours et ne rien rater !

👍 Like cette vidéo pour plus de contenu sur la musculation, la diète, le mindset !

📲 Retrouve-moi ici :
📸 Instagram : @lotfit_r
📩 Contact pro : lotfitvlogs@gmail.com

#transformationphysique #pertedegras #musculation #sèche #pertedepoids #regime #obese",Lotfit,2025-03-09T14:18:46Z,PT9M28S,227435,3625,212,UCm8JQgxk-dyzKh9qdkN_c4Q,17,fr-FR
onNFv2PLtAw,"5AM DAY IN MY LIFE 🌞| morning gym routine, healthy girl habits/mindset, decorating my apt. & more!","Hi girliesss! Welcome back to my channel! In today’s vlog, I’m sharing a 5AM day in my life!! We are hitting the gym, getting into some healthy girl habits/mindset shifts, and also decorating my apartment!! its officially happening... cant wait to show you the rest! 

xoxo,
B

WORKOUT & TRAIN WITH ME:
✨ Start your FREE 3-day trial here: 👉 https://solin.stream/brendaantonn 
💊 Supplements I use (Promix): http://promixnutrition.com/BRENDA

 🛍️ Oner Active: oner.shop/brendaafit_ Use code BRENDA for a discount! 

My Website: www.brendaaanton.com",Brenda Anton,2025-10-26T16:01:24Z,PT31M42S,183391,3647,92,UCw-4C5sFYuvAbpXwkC_mEBA,22,en
mvINZyaDEKA,Day Routine of my Life! #shorts #youtube #ytshorts #minivlog #gymmotivation #life  #shortvideo,,Rvvlogs091 ,2026-01-09T05:55:28Z,PT30S,1014,32,1,UCUY534JTBJScaeDcvN6TwHg,22,hi
AU1J6bHmX8c,Train your CORE and ABDOMINALS with me. MY EPIC Current routine #core #abs #sixpack #motivation #fit,,Massy Arias,2025-04-29T17:56:42Z,PT16S,904116,25269,316,UCFar6t6OF-q2Y6rBuoDhpOg,26,en
YIxSFmID4iA,13-Year-Old’s Transformation (@ericthgt) 🔥,,The Sigma Fitness,2025-10-10T17:53:21Z,PT18S,529663,4998,0,UCFbdxs574Yjqdb619dFxnYQ,17,en
fqSUjqZINK0,La transformation physique impressionnante de La Fouine ! #musculation #fitness #transformation,,Sportself (Coach Transformation Physique),2023-11-21T20:35:55Z,PT47S,10827,130,5,UC2yytJ3LZJImHMzE3H2DuQQ,17,fr
dbdn18-LmhQ,L’incroyable transformation physique de Danny Boon ! #shorts #acteur #cinema #transformation #film,,TVoir,2024-11-18T17:12:32Z,PT58S,3114,42,0,UCkwAVNU-wq4f0AUWbiotltg,24,fr
UiqeyHxNcJo,Morning routine that made me lose upto 20 kgs 🥹❤️ #fitness #fitnessroutine,,Yogita Toora,2025-01-21T05:19:02Z,PT19S,38982,1591,18,UC08FLpUCWIBbzELpcGU1-Bw,17,hi
1hA0WtpVdyo,2024 vs 2025 🔥 La majorité des résultats sont visibles dès les premiers mois 👋,Transformation physique 2024 vs 2025,NicolasRxl,2026-01-21T16:50:25Z,PT27S,14681,458,13,UC-XuiJpUj49CqSsAZ9ymRiw,17,fr
1CTj2X4cDBY,La transformation physique de Zion,"🚀Abonne toi à ma chaîne YouTube pour ne rien manquer de l’actualité NBA 

#basketball #pourtoi #shorts #nba #reels #analysenba #sports #mvptime #goat #playoffs #draft",Le 6e homme,2025-10-07T05:11:28Z,PT49S,4515,125,0,UCGe9P2BKCFM-KtK4wsAqcMQ,17,fr
6BlEwZuyU2c,"feat @tiboinshape Si tu souhaites booster ta transformation physique, clique dans ma bio ⬆️",,Winderr,2025-10-25T20:27:52Z,PT10S,146829,2348,22,UCAu8VfDkfCOgZKUKdRWtCNw,22,fr
ocl7Y9OXLL8,Transformation incroyable à plus de 60 ans ! 🤯,#longévité #fitness #ninjawarrior #santé,Fitness & Longévité,2024-11-20T16:58:44Z,PT37S,77405,1761,147,UCuL83zHx_Dy_nc60EttwnLA,22,fr
lOAHve29v5k,Morning routine #fitness #fitnessmotivation #viral #trending #ytshorts #morningroutine,,unfiltered shivam 22,2026-01-22T13:46:43Z,PT42S,236,4,0,UCgtPDUaGuL3hFhqExI5T41A,22,hi
wSo8HFQeFxw,Physique after 180 days🔥💀⚡️🥶 #transformation #fitness,Time + work = results⚡️🔥🥶,Iron InMuscle,2026-01-23T11:03:53Z,PT12S,637,5,0,UC4xufDJNY7i65ViOMcwj16g,22,en
Unvak_gDn_E,Melanight L'INCROYABLE transformation physique !?!? 😱😱,,Fatima Ella,2025-06-27T02:23:48Z,PT57S,8417,73,12,UCXcjjaT1ytCcJ7_Tuvv49Pw,22,fr
bQk1ROiNTsk,2 ans transformation physique 📈,,Romain Basso,2024-07-08T17:50:24Z,PT13S,27572,833,10,UC7g34_AVWBYGJq-2XRnXUIQ,22,fr
3mNs3WcVohg,"My Daily Routine | Gym, Work & Discipline#daily routine","#dailyvlog #dailyroutine 
This video shows my daily routine including gym workout, cold bath, hydration, meals and work life.
No motivation talk — only discipline, consistency and real life routine.
If you like fitness lifestyle, daily vlogs, and gym motivation, this video is for you.
Watch till the end and subscribe for daily routine & fitness content.
daily routine vlog
gym daily routine
fitness daily life
discipline lifestyle
productive routine india",Abhay Prajapati ,2026-01-22T14:17:05Z,PT28S,1339,0,3,UCzNQqDWr29ET505gt7VwIdA,22,hi
oLQcRrlOWQI,FULL BODY WORKOUT! 💪🏾 #TRYTHIS #WORKOUT #LIFT,,Stacey Ervin Jr.,2025-01-25T20:45:03Z,PT16S,263351,3015,20,UCKfnXDPL4-RmpuCu53vvPbA,24,en
SYruySrzPE0,Top 5 Workouts you can do from home #health #workout #homeworkout,,elevatemindhq,2024-08-17T21:39:47Z,PT59S,1678855,77537,121,UCPp4sh_xnF5lQkZAn44R4_g,27,en
yQ1E6DTAOUw,Must-Have Gym Weekly Workout Plan _Full Body Workout #gym #fitness #bodybuilding #trending #shorts,"Must-Have Gym Weekly Workout Plan _Full Body Workout #gym #fitness #bodybuilding #trending #shorts


To maximize reach for a gym workout video on YouTube, use a combination of general fitness, specific workout, and trending hashtags. Popular fitness hashtags include #fitness, #workout, #gymlife, and #fitfam. For specific workouts, consider #strengthtraining, #weightlifting, or the name of the workout itself. Trending hashtags, like #youtubeshorts or #howTo, can also increase visibility. 
Detailed Breakdown:
General Fitness Hashtags:
#fitness: A broad hashtag that covers a wide range of fitness activities, according to My PT Hub.
#workout: A popular hashtag used for fitness-related content.
#gymlife: Focuses on the gym and fitness culture.
#fitfam: Highlights the fitness community.
#fitnessmotivation: Encourages and inspires individuals to stay active. 
Specific Workout Hashtags:
#strengthtraining: If your video focuses on strength training exercises. 
#weightlifting: For videos demonstrating weightlifting techniques. 
#bodyweightworkout: If your workout doesn't require equipment. 
#calisthenics: For bodyweight workouts that focus on strength and athleticism. 
Name of specific exercises or workouts: Include hashtags related to the specific exercises featured in your video (e.g., #squats, #benchpress, #running). 
Trending YouTube Hashtags:
#youtubeshorts: If your video is a short-form format. 
#howTo: If your video is a tutorial or instructional video. 
#Vlog: If your video is a vlog-style fitness update or personal journey. 
#Gaming: If your video has a gaming or competitive element. 
#Motivation: If your video is designed to inspire and motivate. 
Important Considerations:
Mix it up: Use a combination of general and specific hashtags to maximize reach. 
Keep it relevant: Use hashtags that accurately describe the content of your video. 
Monitor trends: Keep an eye on trending hashtags on YouTube to see if they are relevant to your fitness content. 8
Research and adjust: Experiment with different hashtags and track their performance to see what works best for your channl
full body workout,
full body workout at home
full body,
full body hiit workout,
dumbbell full body workout
full body workout with dumbbells,dumbbell workout
20 min full body workout
at home full body workout
total body workout
20 minute full body workout
full body dumbbell workout
full body workout no equipment
at home workout
home workout
no equipment workout,
workout
bodyweight full body workout
body weight workout
bodyweight full body workout at home
घर पर बॉडी कैसे बनाएं
फुल बॉडी का वर्कआउट घर पे
बिना जिम घर पर बॉडी कैसे बनाएं
घर पर एक महीने ये workout करके बनाएं तकड़ी बॉडी
घर पर ही बॉडी body बनाये home workout push ups
घर पर कसरत कैसे करें,
ghar pe body kaise banaye
how to make body at home,
home workout chest
home workout biceps,
home workout abs,
home workout arms
full body workout
home workout,
exercise,
exercise at home
ab exercises
exercise body
home exercise
bodyweight exercise


            🏋️🏋️🏋️ THE GYM SM 🏋️🏋️🏋️ 



      PLEASE 👉 SUBSCRIBE NOW",THE GYM SM,2025-05-19T14:30:51Z,PT24S,672080,23079,47,UCHRIJNvN3tJ4fz3LR7IKQ7A,17,bn
MlV8UMlI8v0,"Best ""Natural"" Transformation?","Get Your FREE Workout & Diet Plan:
📝 https://www.SeanNal.com/freeplan

Premium Quality, Science-Based Supplements:
💊 https://www.RealScienceAthletics.com/
(Save 10% with coupon code YOUTUBE10)

✅ Subscribe to my main fitness channel: https://www.youtube.com/user/NalewanyjFitness

👉 https://www.instagram.com/Sean_Nalewanyj







#fitness #gym #workout #buildmuscle #bodybuilding",Sean Nalewanyj Shorts,2024-03-12T16:00:26Z,PT1M,9590577,454393,9100,UCtoCSRviHk6uFIb-zqeo4yQ,22,en
